validation_pair_index,training_index,molecule_id,cyp_index,cyp_target,experimental_pic50,predicted_pic50,late_motion,final_step,late_amplitude,recurrence_ratio,recurrence_lag,recurrence_distance,spectral_entropy,spectral_concentration,selected_for_perturbation,dynamical_classification,selection_reason
924,1816,OCNT-2312559,0,CYP1A2,4.631074257,4.885375022888184,0.0039653447466657,0.0010670906631276,0.000524801085703,0.1997317424512908,2,0.0015840104315429,0.657619506968336,0.7460532188415527,False,not_selected,recurrent
776,2354,OCNT-2314004,0,CYP1A2,4.995842308,5.27506160736084,0.0039250967102812,0.0010495909955352,0.0005244995700195,0.2007087871564493,2,0.0015756028005853,0.6675664565701491,0.7411648035049438,False,not_selected,high_entropy
542,2387,OCNT-2314070,0,CYP1A2,4.781566355,5.010298728942871,0.003745480441557,0.0009782320121303,0.0005026592407375,0.2030370119477427,2,0.0015209423145279,0.6676762913856724,0.740868330001831,False,not_selected,high_entropy
814,2656,OCNT-2314750,0,CYP1A2,5.44580044,3.4230096340179443,0.003741156310843,0.0009937087306752,0.0005133119411766,0.2014947867471115,2,0.0015076469862833,0.6235176303804284,0.7586015462875366,False,not_selected,periodic_signature
560,2694,OCNT-2314859,0,CYP1A2,2.042327302,5.092944145202637,0.0037587352572695,0.0009890883229672,0.0005093523068353,0.202153122711608,2,0.0015196801396086,0.6384203466276306,0.7534825205802917,False,not_selected,periodic_signature
903,2778,OCNT-2315086,0,CYP1A2,4.003649968,4.332056999206543,0.0037423353652225,0.000980878365226,0.000514629529789,0.202914875405876,2,0.0015187510289251,0.6666177558502739,0.7420827150344849,False,not_selected,high_entropy
144,2903,OCNT-2315367,0,CYP1A2,4.69477369,5.18678092956543,0.0039901742721663,0.0010637174127623,0.0005296423332765,0.200410580874181,2,0.0015993462875485,0.6597015126868027,0.7446715831756592,False,not_selected,persistent;complex_signature
253,2944,OCNT-2315468,0,CYP1A2,5.262218208,5.2385640144348145,0.0039829560565517,0.0010723201557993,0.0005270435358397,0.1995214320963881,2,0.0015893701929599,0.6590327854589005,0.7455970048904419,False,not_selected,recurrent;persistent
248,3303,OCNT-2316397,0,CYP1A2,2.21808428,3.844813823699951,0.0036280557988898,0.0009499682346358,0.000506387441419,0.2030897267042568,2,0.0014736417215317,0.6395117832700129,0.7532140016555786,False,not_selected,periodic_signature
340,3346,OCNT-2316548,0,CYP1A2,5.30587331,5.8382158279418945,0.0040181833329365,0.0010809637606143,0.0005255198339,0.1995816018361726,2,0.0016039109323173,0.6667501876591179,0.7412927150726318,False,not_selected,persistent;complex_signature;recurrent;high_entropy
793,4157,OCNT-2318647,0,CYP1A2,4.981743517,5.654208660125732,0.0039940564903186,0.0010674360673874,0.0005248499801382,0.200434239839028,2,0.0016010913532227,0.6611700018984424,0.7440759539604187,False,not_selected,persistent;complex_signature
1288,4184,OCNT-2328337,0,CYP1A2,5.509644433,5.1509222984313965,0.0035304920757876,0.00091140542645,0.0005021437536925,0.2041717632995452,2,0.0014416535850614,0.6706990156327961,0.7400293350219727,False,not_selected,high_entropy
916,4238,OCNT-2328519,0,CYP1A2,5.093239353,4.649999618530273,0.0035472891769127,0.0009219673811458,0.0005065366858616,0.2035151836385754,2,0.0014438544167205,0.679230109655971,0.7327595949172974,False,not_selected,high_entropy
863,4251,OCNT-2328559,0,CYP1A2,4.853442213,5.942091941833496,0.0037470592661516,0.0009932008106261,0.0005074899527244,0.201558679179638,2,0.0015105046331882,0.6377717986775271,0.7544230222702026,False,not_selected,periodic_signature
1177,4324,OCNT-2328824,0,CYP1A2,5.378572777,5.57503604888916,0.0037835573321895,0.0009928892832249,0.0005180210573598,0.2029437691096259,2,0.0015356987714767,0.6698101610016238,0.7401947379112244,False,not_selected,high_entropy
524,95,OCNT-0494638,1,CYP2C9,4.125769155,4.052630424499512,0.0030195408045069,0.0007410013349726,0.0004289767239242,0.2096959755309476,2,0.0012663711095228,0.6167004584511407,0.7624487280845642,False,not_selected,recurrent;periodic_signature;persistent;complex_signature
213,120,OCNT-0497934,1,CYP2C9,5.73559019,5.0588202476501465,0.0028685696898715,0.000675379356835,0.0004280745924916,0.2135548945172684,2,0.0012251941952854,0.6891578362152968,0.7222416400909424,False,not_selected,high_entropy
272,490,OCNT-2309333,1,CYP2C9,4.553783193,4.290530204772949,0.002985916334273,0.0007124409312382,0.000442563148681,0.2122354838878538,2,0.0012674347963184,0.6696597607852761,0.7395148277282715,False,not_selected,persistent;complex_signature
629,814,OCNT-2310159,1,CYP2C9,5.02196162,3.845322608947754,0.0029520376129762,0.0007091930019669,0.0004346098867245,0.2120785666138908,2,0.0012521278113126,0.6762531829766425,0.7331684827804565,False,not_selected,recurrent
1090,894,OCNT-2310348,1,CYP2C9,3.610731705,4.117972373962402,0.0028652977208362,0.0006812906940467,0.0004287919437047,0.2133620947725749,2,0.0012226918479427,0.6621182143279457,0.7440382838249207,False,not_selected,periodic_signature
59,1057,OCNT-2310717,1,CYP2C9,4.393078617,4.770394325256348,0.0027995100254879,0.000655457668472,0.0004180455580353,0.2147700302347206,2,0.0012025017058476,0.6888441503422323,0.7261708974838257,False,not_selected,high_entropy
130,1131,OCNT-2310871,1,CYP2C9,3.845818565,3.9919586181640625,0.002971863375114,0.0007084062090143,0.0004405186627991,0.212673267700319,2,0.0012640717905014,0.653548460592759,0.7490984201431274,False,not_selected,periodic_signature;persistent
569,1140,OCNT-2310890,1,CYP2C9,6.158324037,5.289719581604004,0.0028080372149811,0.0006590313278138,0.0004214558284729,0.2146758803764643,2,0.0012056357227265,0.6880079768167366,0.7264654636383057,False,not_selected,high_entropy
39,1175,OCNT-2310956,1,CYP2C9,4.96096473,4.302698612213135,0.0029390074788348,0.0007010977715253,0.0004317915299907,0.2124504106159807,2,0.0012487866915762,0.6660466460058823,0.7424321174621582,False,not_selected,periodic_signature
901,1227,OCNT-2311074,1,CYP2C9,4.747628945,4.369257926940918,0.0028508258993492,0.0006722402176819,0.0004258400294929,0.2139885940009974,2,0.0012200884521007,0.6886981684755691,0.7243242859840393,False,not_selected,high_entropy
376,1242,OCNT-2311102,1,CYP2C9,2.22774604,4.177922248840332,0.0027991943071351,0.000654156145174,0.0004243206349201,0.2144340943390662,2,0.0012004853924736,0.6617122619200294,0.7447012662887573,False,not_selected,periodic_signature
545,1740,OCNT-2312377,1,CYP2C9,4.105874055,3.6838788986206055,0.0029986684686259,0.0007173990597948,0.0004424055223353,0.2123275986242364,2,0.0012734001502394,0.6786938176278181,0.7307579517364502,False,not_selected,persistent;complex_signature
641,1923,OCNT-2312859,1,CYP2C9,4.539779715,4.311248779296875,0.0030026528994308,0.0007181210094131,0.0004418833996169,0.2119218183759665,2,0.0012726553250104,0.6765920802310601,0.7339218854904175,False,not_selected,persistent;complex_signature;recurrent
444,1959,OCNT-2312959,1,CYP2C9,5.261825863,4.900728225708008,0.0029192364318983,0.0006937476573511,0.0004336798447184,0.213233324118133,2,0.0012449569767341,0.6885098884554421,0.7239829301834106,False,not_selected,high_entropy
977,1961,OCNT-2312967,1,CYP2C9,3.995847987,4.080079078674316,0.0028117485354409,0.0006571559351868,0.0004238989204168,0.2148414157812924,2,0.001208160072565,0.6880742995346775,0.7234314680099487,False,not_selected,high_entropy
889,2645,OCNT-2314713,1,CYP2C9,3.367810055,3.969651222229004,0.0029643413155095,0.0007108604768291,0.0004370290262158,0.2119660070768297,2,0.0012566791847348,0.6716750775680229,0.7333649396896362,False,not_selected,recurrent
982,2795,OCNT-2315115,1,CYP2C9,4.72554833,5.024722099304199,0.002985673957573,0.0007111418526619,0.0004389513051137,0.2124755484463163,2,0.0012687654234468,0.6731354286067982,0.7373324632644653,False,not_selected,persistent;complex_signature
1212,2820,OCNT-2315165,1,CYP2C9,2.185295185,4.239276885986328,0.002867697739111,0.0006758470553904,0.0004298168350942,0.2138263569840832,2,0.001226378721185,0.6646219401642537,0.743462085723877,False,not_selected,periodic_signature
655,2826,OCNT-2315179,1,CYP2C9,2.60472614,2.9026288986206055,0.0029978323737846,0.0007200975087471,0.0004424809012562,0.2118151148805733,2,0.0012699724175035,0.6672317572565674,0.7393312454223633,False,not_selected,recurrent;persistent;complex_signature
254,2944,OCNT-2315468,1,CYP2C9,5.133736072,4.950794219970703,0.0029677869762049,0.0007112008170224,0.0004349632072262,0.2121113887958906,2,0.0012590028345584,0.6869466200480785,0.7251091003417969,False,not_selected,recurrent
1247,3025,OCNT-2315652,1,CYP2C9,6.147345507,5.127544403076172,0.0028027214585558,0.0006590589764527,0.0004174137429799,0.2144777939166959,2,0.0012022430310025,0.6897923051263446,0.7244241833686829,False,not_selected,high_entropy
471,3785,OCNT-2317666,1,CYP2C9,3.613834993,3.9738073348999023,0.0029400044596509,0.0007041468052193,0.0004343883774708,0.2120957829471755,2,0.0012471250956878,0.6614829417723276,0.7430887222290039,False,not_selected,periodic_signature;recurrent
467,4123,OCNT-2318558,1,CYP2C9,4.028682997,4.709866523742676,0.0028884338690654,0.0006834135856479,0.0004279093700461,0.2135860978926737,2,0.001233858638443,0.6900734654351935,0.7238188982009888,False,not_selected,high_entropy
1291,4361,OCNT-2328955,1,CYP2C9,3.817187388,3.255185127258301,0.0030960689774469,0.000754599168431,0.0004574430640786,0.2101906257406633,2,0.0013015293516218,0.6758095508283632,0.7326326370239258,False,not_selected,persistent;complex_signature;recurrent
1226,4372,OCNT-2328985,1,CYP2C9,4.69347433,2.999691963195801,0.0030558947483764,0.0007475100574083,0.0004372727998998,0.2101539217959307,2,0.0012844165321439,0.6589473176892959,0.7406567335128784,False,not_selected,persistent;recurrent;complex_signature;periodic_signature
1278,109,OCNT-0495620,2,CYP2D6,4.70201188,5.42012882232666,0.0028210387109534,0.0007211586926132,0.0003932609397452,0.206186615588648,2,0.0011633208487182,0.6469398318863044,0.7516061663627625,False,not_selected,recurrent
851,123,OCNT-0497979,2,CYP2D6,6.411201408,4.991955757141113,0.0028008818636403,0.0007165019051171,0.0003774993238039,0.2064652754874152,2,0.0011565696913748,0.6289778331935637,0.7575732469558716,False,not_selected,periodic_signature
790,363,OCNT-2308982,2,CYP2D6,5.201062245,4.660118103027344,0.0027525564665661,0.0006966040818952,0.0003802017308771,0.207593337472115,2,0.0011428247671574,0.6324611441157679,0.7572211027145386,False,not_selected,periodic_signature
464,421,OCNT-2309162,2,CYP2D6,5.30771717,5.050322532653809,0.0027933588727132,0.0007120081572793,0.0003813566581811,0.2068212571879258,2,0.00115545198787,0.6280529264566013,0.7584807872772217,False,not_selected,periodic_signature
474,1518,OCNT-2311804,2,CYP2D6,4.444178672,5.036290645599365,0.0029209593786613,0.0007357551949098,0.0003933766856789,0.2074195572221514,2,0.001211728202179,0.638497003977383,0.7537789940834045,False,not_selected,persistent;complex_signature
87,1752,OCNT-2312401,2,CYP2D6,4.76647041,5.327792167663574,0.0029496839279995,0.0007480449858121,0.0004025552771054,0.206957354011122,2,0.0012209175620228,0.6449115143724065,0.7520762085914612,False,not_selected,persistent;complex_signature
607,2081,OCNT-2313239,2,CYP2D6,4.639137015,4.649314880371094,0.0028093354786501,0.0007211260381154,0.0003853607049677,0.2063432722772712,2,0.0011593749513849,0.6364457563137127,0.7551052570343018,False,not_selected,recurrent
967,2401,OCNT-2314118,2,CYP2D6,4.492107222,4.628026485443115,0.0028816945860849,0.0007382787298411,0.0003940787864848,0.2061898711871865,2,0.0011883524712175,0.6423773958513548,0.7535886764526367,False,not_selected,recurrent
625,2426,OCNT-2314182,2,CYP2D6,5.072708598,4.533326625823975,0.002825096483411,0.000708399398718,0.0003714893246069,0.2083352665438909,2,0.0011771344579756,0.691751966979414,0.7244477272033691,False,not_selected,high_entropy
234,2607,OCNT-2314616,2,CYP2D6,4.570009373,4.8253984451293945,0.0027960028975026,0.0007136895437724,0.0003848407650366,0.2066973131211975,2,0.0011558525729924,0.6330126841975994,0.7567065954208374,False,not_selected,periodic_signature
818,2696,OCNT-2314864,2,CYP2D6,4.917009972,4.902346134185791,0.0028271470228896,0.0007067510741762,0.0003667996788863,0.2084370734946559,2,0.0011785645037889,0.6916916461639607,0.7244434952735901,False,not_selected,high_entropy
813,2697,OCNT-2314865,2,CYP2D6,5.136309263,4.637881278991699,0.0028056639722303,0.0007173069752752,0.0003786263987421,0.2062172852787896,2,0.0011571528157219,0.6324695332156292,0.7564326524734497,False,not_selected,recurrent
255,2944,OCNT-2315468,2,CYP2D6,5.581530458,5.1464433670043945,0.0029217454149143,0.0007330400403589,0.0003863942110911,0.2077201836782472,2,0.0012138109887018,0.6428402679966478,0.7509603500366211,False,not_selected,persistent;complex_signature
1259,2970,OCNT-2315518,2,CYP2D6,4.27060501,5.066608428955078,0.0028971824805007,0.0007379158050753,0.0003981564368586,0.206362192764118,2,0.0011957378592342,0.6374002368317743,0.7556519508361816,False,not_selected,recurrent
1248,3025,OCNT-2315652,2,CYP2D6,6.708815683,4.730833053588867,0.0028372260286228,0.0007101333467289,0.00037050654646,0.2084765019935018,2,0.0011829899158328,0.694822004529029,0.7217254042625427,False,not_selected,high_entropy
411,3032,OCNT-2315672,2,CYP2D6,5.262383873,4.960460662841797,0.0029157444379047,0.0007343781762756,0.0003863089368678,0.2076388758614268,2,0.0012108437949791,0.6452239863013518,0.7501972913742065,False,not_selected,persistent
37,3052,OCNT-2315727,2,CYP2D6,4.435923365,5.150608062744141,0.0029166203467862,0.0007454004371538,0.000399496697355,0.2063683677174159,2,0.0012037963606417,0.638247525745041,0.7549547553062439,False,not_selected,persistent;recurrent;complex_signature
326,3287,OCNT-2316345,2,CYP2D6,5.78596358,4.787793159484863,0.0028158125943259,0.0007028627442196,0.0003680707595776,0.2086887453748523,2,0.0011752567952498,0.6922049851537302,0.7233260273933411,False,not_selected,high_entropy
880,3288,OCNT-2316348,2,CYP2D6,5.420184458,4.864596366882324,0.0028925517118291,0.0007373380940407,0.0004030123818665,0.2064187663915402,2,0.0011941539123654,0.6398968790667848,0.7551680207252502,False,not_selected,recurrent
453,3466,OCNT-2316845,2,CYP2D6,4.727728935,4.585456371307373,0.0029166918257938,0.0007322831079363,0.000398383650463,0.2076295654365829,2,0.0012111829128116,0.6415525937269845,0.753447413444519,False,not_selected,persistent;complex_signature
28,3866,OCNT-2317890,2,CYP2D6,6.18287847,4.8374786376953125,0.0029235307602898,0.0007377986912615,0.0003923267067875,0.2072134689031635,2,0.0012115899007767,0.6367320419760136,0.7546116709709167,False,not_selected,persistent;complex_signature
1038,4065,OCNT-2318399,2,CYP2D6,4.616928888,4.257594585418701,0.0028111098809854,0.0007070207502692,0.0003702810499817,0.2083288157995508,2,0.0011712703853845,0.6925372972699384,0.723737359046936,False,not_selected,high_entropy
342,4165,OCNT-2318673,2,CYP2D6,4.2930771,4.771529197692871,0.0028267682074324,0.0007055918104015,0.0003709509037435,0.2088459094556777,2,0.0011807179544121,0.6945112687436281,0.7226012349128723,False,not_selected,high_entropy
103,4260,OCNT-2328597,2,CYP2D6,5.05545025,3.429762363433838,0.0027950720405892,0.0007156791980378,0.0003918554866686,0.2067168783761748,2,0.001155577134341,0.6224563524503199,0.7620365619659424,False,not_selected,periodic_signature
808,4317,OCNT-2328803,2,CYP2D6,5.129553383,4.836146354675293,0.0027499292055831,0.0007008851971477,0.0003777164965867,0.2069241635548601,2,0.0011380536016076,0.6313527877033642,0.7572308778762817,False,not_selected,periodic_signature
1222,100,OCNT-0495153,3,CYP3A4,5.557870813,5.686520576477051,0.0041398787881003,0.0011977266985923,0.0004909422132186,0.1926275560524695,2,0.001594909466803,0.6794865502647438,0.7340456247329712,False,not_selected,recurrent
1015,155,OCNT-1965886,3,CYP3A4,1.921832463,3.583730697631836,0.0035133680804388,0.0009577461751177,0.0004648444592021,0.1984587138505961,2,0.0013945170212537,0.6240842701638292,0.7633058428764343,False,not_selected,periodic_signature
1219,184,OCNT-2308512,3,CYP3A4,4.404983815,4.120441436767578,0.0041687558415101,0.0011930034961551,0.0004893682198598,0.1934471843800374,2,0.0016128681600093,0.6847024442807588,0.730377733707428,False,not_selected,high_entropy
874,643,OCNT-2309705,3,CYP3A4,3.302121712,4.226714611053467,0.0042243106300698,0.0012069990625604,0.0004990504821762,0.1930194276246738,2,0.0016307480400428,0.6756238309417832,0.7368746399879456,False,not_selected,persistent;complex_signature
1218,676,OCNT-2309800,3,CYP3A4,4.441259253,4.79421329498291,0.0040189870643184,0.0011418517678976,0.0004802176554221,0.1943223609293331,2,0.0015619581099599,0.6846847641002105,0.7304872274398804,False,not_selected,high_entropy
661,797,OCNT-2310117,3,CYP3A4,4.545574832,4.9344916343688965,0.004087780137615,0.0011672796681523,0.0004848026728723,0.1938807385474785,2,0.0015850836643949,0.6842443668756449,0.7306681275367737,False,not_selected,high_entropy
623,888,OCNT-2310341,3,CYP3A4,5.137646755,4.594055652618408,0.0041976389485166,0.0012123846681788,0.0004879823245573,0.1923403388637783,2,0.0016147505957633,0.6831884321646577,0.7312581539154053,False,not_selected,recurrent;persistent;complex_signature
413,959,OCNT-2310489,3,CYP3A4,1.996908568,3.490963935852051,0.0039513097154663,0.0011131258215755,0.0004725036560557,0.1951382985015997,2,0.001542103709653,0.6844980269420224,0.730366587638855,False,not_selected,high_entropy
687,1184,OCNT-2310974,3,CYP3A4,4.97559505,4.197197914123535,0.0040009976374672,0.0011317383032292,0.0004802463809028,0.1947641704529208,2,0.0015585019718855,0.684243549667453,0.7307130694389343,False,not_selected,high_entropy
893,1604,OCNT-2312009,3,CYP3A4,5.61093729,4.97560977935791,0.004189177417265,0.0012083573965355,0.0004910439020022,0.1926589755640334,2,0.0016141652595251,0.6764917060414919,0.7365469336509705,False,not_selected,persistent;recurrent;complex_signature
176,2851,OCNT-2315237,3,CYP3A4,5.616899258,5.040769100189209,0.0041747922087775,0.0011963048018515,0.0004905762034468,0.193212024226927,2,0.0016132401069626,0.6833904148333454,0.7311608195304871,False,not_selected,persistent;complex_signature
256,2944,OCNT-2315468,3,CYP3A4,5.350106043,4.764562129974365,0.0041813342842028,0.0012023644521832,0.0004936716868542,0.1927178000114275,2,0.0016116350889205,0.6746091465945034,0.7378882169723511,False,not_selected,persistent;complex_signature;recurrent
566,3030,OCNT-2315667,3,CYP3A4,5.194751392,4.674732208251953,0.0040036649453209,0.0011306318920105,0.0004822076007258,0.1949668257621529,2,0.0015611636918038,0.6852227041083685,0.7299009561538696,False,not_selected,high_entropy
1138,3200,OCNT-2316110,3,CYP3A4,3.815318973,4.144800662994385,0.0041807140233681,0.0012093130499124,0.0004912745789624,0.1923751936681232,2,0.0016085313400253,0.6701829164460633,0.7408806085586548,False,not_selected,recurrent;persistent;complex_signature
414,3608,OCNT-2317217,3,CYP3A4,5.197492235,4.4151811599731445,0.0041935020136402,0.001197105855681,0.0004955398617312,0.1932394863012289,2,0.0016207003500312,0.6719922119918387,0.7396097779273987,False,not_selected,persistent;complex_signature
25,3815,OCNT-2317750,3,CYP3A4,2.068067157,2.6962215900421143,0.003708827543141,0.0010163673432543,0.0004809040692634,0.1981494877847643,2,0.001469804556109,0.632101976876833,0.7579947113990784,False,not_selected,periodic_signature
959,4140,OCNT-2318602,3,CYP3A4,4.009477295,2.9812347888946533,0.0037784613678918,0.0010479025077074,0.0004852696729358,0.1966929144528159,2,0.0014863931573927,0.6336761521312879,0.7581131458282471,False,not_selected,periodic_signature
917,4229,OCNT-2328483,3,CYP3A4,2.034344685,4.082336902618408,0.0039869537587033,0.0011412117164582,0.0004710212815552,0.1935545720452493,2,0.0015433862572535,0.6843098622126779,0.7304497957229614,False,not_selected,high_entropy
1060,4519,OCNT-2395413,3,CYP3A4,4.26554637,3.251368999481201,0.0035677675633446,0.0009653787710703,0.0004716168332379,0.1996176120130932,2,0.0014243784826248,0.6308884778141983,0.7582850456237793,False,not_selected,periodic_signature
86,4576,OCNT-2395470,3,CYP3A4,4.95156472,4.739855766296387,0.0041700005541311,0.0011955703375861,0.0004914113669656,0.193020905104522,2,0.0016097945626825,0.6796828870760067,0.7338339686393738,False,not_selected,persistent
339,4666,OCNT-2395561,3,CYP3A4,3.054516267,4.035194396972656,0.0040715299556718,0.0011729984544217,0.0004818455490749,0.1927806389924966,2,0.0015698242932558,0.6776817849685298,0.7349698543548584,False,not_selected,recurrent
824,4704,OCNT-2395599,3,CYP3A4,4.808982763,4.63838005065918,0.0041212518709467,0.0011873085750266,0.0004892327706329,0.1926723335096386,2,0.0015881024301052,0.6673939408690419,0.7425758838653564,False,not_selected,recurrent
333,4742,OCNT-2395637,3,CYP3A4,4.902830315,4.319936752319336,0.0039653573195205,0.0011126190656796,0.0004924296517856,0.1950623212822275,2,0.0015469836071133,0.6330676804439106,0.7574489712715149,False,not_selected,periodic_signature
363,4768,OCNT-2395663,3,CYP3A4,5.183907513,3.8173513412475586,0.0036625016956345,0.0010016637388616,0.0004793079569935,0.1984334397872645,2,0.0014535256195813,0.6327065956479947,0.7575769424438477,False,not_selected,periodic_signature
1018,4776,OCNT-2395671,3,CYP3A4,4.42524445,3.3628973960876465,0.003659070470439,0.001001849072054,0.000477915018564,0.1983721193710345,2,0.0014517151284962,0.6325143703094811,0.757780909538269,False,not_selected,periodic_signature
