Index,validation_pair_index,training_index,molecule_id,cyp_index,cyp_target,experimental_pic50,predicted_pic50,late_motion,final_step,late_amplitude,recurrence_ratio,recurrence_lag,recurrence_distance,spectral_entropy,spectral_concentration,selected_for_perturbation,dynamical_classification,selection_reason,late_motion_5000,final_step_5000,late_amplitude_5000,recurrence_ratio_5000,recurrence_lag_5000,recurrence_distance_5000,spectral_entropy_5000,spectral_concentration_5000,dominant_period_5000,autocorrelation_peak_5000,autocorrelation_lag_5000,extended_screening_classification,finite_time_local_divergence,perturbation_epsilon,perturbation_fit_generations,perturbation_final_separation,perturbation_maximum_separation
19,340,3346,OCNT-2316548,0,CYP1A2,5.30587331,5.8382158279418945,0.0040181833329365,0.0010809637606143,0.0005255198339,0.1995816018361726,2,0.0016039109323173,0.6667501876591179,0.7412927150726318,False,not_selected,persistent;complex_signature;recurrent;high_entropy,1.5640304795807572e-07,1.5640304695807572e-07,7.707462827966083e-06,0.0,2,0.0,0.1167415901528917,0.8105694651603699,2.0005,1.0,2,stable_period_2_candidate,,,,,
20,793,4157,OCNT-2318647,0,CYP1A2,4.981743517,5.654208660125732,0.0039940564903186,0.0010674360673874,0.0005248499801382,0.200434239839028,2,0.0016010913532227,0.6611700018984424,0.7440759539604187,False,not_selected,persistent;complex_signature,1.674381745483621e-07,1.6743818775921684e-07,7.763892426737584e-06,0.0,2,0.0,0.1167415901528917,0.8105695247650146,2.0005,1.0,2,stable_period_2_candidate,,,,,
21,1288,4184,OCNT-2328337,0,CYP1A2,5.509644433,5.1509222984313965,0.0035304920757876,0.00091140542645,0.0005021437536925,0.2041717632995452,2,0.0014416535850614,0.6706990156327961,0.7400293350219727,False,not_selected,high_entropy,1.5845952916562206e-07,1.580506818754657e-07,7.909057785582263e-06,0.0,4,0.0,0.1181902188252442,0.8093768954277039,2.0005,1.0,4,stable_period_4_candidate,,,,,
22,916,4238,OCNT-2328519,0,CYP1A2,5.093239353,4.649999618530273,0.0035472891769127,0.0009219673811458,0.0005065366858616,0.2035151836385754,2,0.0014438544167205,0.679230109655971,0.7327595949172974,False,not_selected,high_entropy,1.7163284937806714e-07,1.7171932142900914e-07,7.349685802182648e-06,0.0,4,0.0,0.1201691952756746,0.807317852973938,2.0005,1.0,4,stable_period_4_candidate,-0.1778419152623785,1e-05,1-100,0.0,1.000138854578836e-05
23,863,4251,OCNT-2328559,0,CYP1A2,4.853442213,5.942091941833496,0.0037470592661516,0.0009932008106261,0.0005074899527244,0.201558679179638,2,0.0015105046331882,0.6377717986775271,0.7544230222702026,False,not_selected,periodic_signature,1.73283681737768e-07,1.730865193394493e-07,7.941218427731656e-06,0.0,4,0.0,0.1188509911755595,0.8087278008460999,2.0005,1.0,4,stable_period_4_candidate,-0.1562128545849522,1e-05,1-100,0.0,9.99691565084504e-06
24,1177,4324,OCNT-2328824,0,CYP1A2,5.378572777,5.57503604888916,0.0037835573321895,0.0009928892832249,0.0005180210573598,0.2029437691096259,2,0.0015356987714767,0.6698101610016238,0.7401947379112244,False,not_selected,high_entropy,1.637279335450436e-07,1.637279467558983e-07,7.718616870988626e-06,0.0,2,0.0,0.1167415744693212,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
25,524,95,OCNT-0494638,1,CYP2C9,4.125769155,4.052630424499512,0.0030195408045069,0.0007410013349726,0.0004289767239242,0.2096959755309476,2,0.0012663711095228,0.6167004584511407,0.7624487280845642,False,not_selected,recurrent;periodic_signature;persistent;complex_signature,1.8928398148956297e-07,1.894934911206292e-07,8.216255082516e-06,0.0,4,0.0,0.1194906220728473,0.8080609440803528,2.0005,1.0,4,stable_period_4_candidate,-0.1710618063740426,1e-05,1-100,0.0,1.0001231203204952e-05
26,213,120,OCNT-0497934,1,CYP2C9,5.73559019,5.0588202476501465,0.0028685696898715,0.000675379356835,0.0004280745924916,0.2135548945172684,2,0.0012251941952854,0.6891578362152968,0.7222416400909424,False,not_selected,high_entropy,1.74371210027413e-07,1.7437118060570358e-07,8.011662430362776e-06,0.0,2,0.0,0.1167415744693212,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
27,272,490,OCNT-2309333,1,CYP2C9,4.553783193,4.290530204772949,0.002985916334273,0.0007124409312382,0.000442563148681,0.2122354838878538,2,0.0012674347963184,0.6696597607852761,0.7395148277282715,False,not_selected,persistent;complex_signature,1.536477906024735e-07,1.5416762266795558e-07,7.790466952428687e-06,0.0,4,0.0,0.119983525326368,0.807524561882019,2.0005,1.0,4,stable_period_4_candidate,,,,,
28,629,814,OCNT-2310159,1,CYP2C9,5.02196162,3.845322608947754,0.0029520376129762,0.0007091930019669,0.0004346098867245,0.2120785666138908,2,0.0012521278113126,0.6762531829766425,0.7331684827804565,False,not_selected,recurrent,1.6427679938670886e-07,1.647961340722759e-07,7.85447446105536e-06,0.0,4,0.0,0.1190549089591371,0.8085190653800964,2.0005,1.0,4,stable_period_4_candidate,,,,,
29,1090,894,OCNT-2310348,1,CYP2C9,3.610731705,4.117972373962402,0.0028652977208362,0.0006812906940467,0.0004287919437047,0.2133620947725749,2,0.0012226918479427,0.6621182143279457,0.7440382838249207,False,not_selected,periodic_signature,1.58309789389488e-07,1.580659443334298e-07,7.971391823957674e-06,0.0,4,0.0,0.1205968235087946,0.8068329095840454,2.0005,1.0,4,stable_period_4_candidate,,,,,
30,59,1057,OCNT-2310717,1,CYP2C9,4.393078617,4.770394325256348,0.0027995100254879,0.000655457668472,0.0004180455580353,0.2147700302347206,2,0.0012025017058476,0.6888441503422323,0.7261708974838257,False,not_selected,high_entropy,1.668048535971244e-07,1.668561537826463e-07,8.120267011690885e-06,0.0,4,0.0,0.1203686902923725,0.8070932030677795,2.0005,1.0,4,stable_period_4_candidate,-0.1559284375882027,1e-05,1-100,0.0,1.0000098882301243e-05
31,130,1131,OCNT-2310871,1,CYP2C9,3.845818565,3.9919586181640625,0.002971863375114,0.0007084062090143,0.0004405186627991,0.212673267700319,2,0.0012640717905014,0.653548460592759,0.7490984201431274,False,not_selected,periodic_signature;persistent,1.6838373639940224e-07,1.687898958380174e-07,8.221269126806874e-06,0.0,4,0.0,0.1215588223558244,0.8056991696357727,2.0005,1.0,4,stable_period_4_candidate,-0.1471181417341315,1e-05,1-100,0.0,1.0002294402511325e-05
32,569,1140,OCNT-2310890,1,CYP2C9,6.158324037,5.289719581604004,0.0028080372149811,0.0006590313278138,0.0004214558284729,0.2146758803764643,2,0.0012056357227265,0.6880079768167366,0.7264654636383057,False,not_selected,high_entropy,1.6570909722259933e-07,1.655974273262473e-07,7.9226711022784e-06,0.0,4,0.0,0.1180828098927084,0.8094781637191772,2.0005,1.0,4,stable_period_4_candidate,,,,,
33,39,1175,OCNT-2310956,1,CYP2C9,4.96096473,4.302698612213135,0.0029390074788348,0.0007010977715253,0.0004317915299907,0.2124504106159807,2,0.0012487866915762,0.6660466460058823,0.7424321174621582,False,not_selected,periodic_signature,1.7993853973576885e-07,1.794899873175382e-07,7.974961590662133e-06,0.0,4,0.0,0.1212772787400812,0.8060364723205566,2.0005,1.0,4,stable_period_4_candidate,-0.137091033378593,1e-05,1-100,0.0,1.0001610462495591e-05
34,901,1227,OCNT-2311074,1,CYP2C9,4.747628945,4.369257926940918,0.0028508258993492,0.0006722402176819,0.0004258400294929,0.2139885940009974,2,0.0012200884521007,0.6886981684755691,0.7243242859840393,False,not_selected,high_entropy,1.5214504955975977e-07,1.520843397884164e-07,8.133287337841466e-06,0.0,4,0.0,0.1182968278956848,0.8092754483222961,2.0005,1.0,4,stable_period_4_candidate,,,,,
35,376,1242,OCNT-2311102,1,CYP2C9,2.22774604,4.177922248840332,0.0027991943071351,0.000654156145174,0.0004243206349201,0.2144340943390662,2,0.0012004853924736,0.6617122619200294,0.7447012662887573,False,not_selected,periodic_signature,1.7870098745289545e-07,1.7870100066375016e-07,7.939085662655998e-06,0.0,2,0.0,0.1167415901528917,0.8105694651603699,2.0005,1.0,2,stable_period_2_candidate,,,,,
36,545,1740,OCNT-2312377,1,CYP2C9,4.105874055,3.6838788986206055,0.0029986684686259,0.0007173990597948,0.0004424055223353,0.2123275986242364,2,0.0012734001502394,0.6786938176278181,0.7307579517364502,False,not_selected,persistent;complex_signature,1.6654874557344704e-07,1.665487729951565e-07,7.951166480779648e-06,0.0,2,0.0,0.1167415823111064,0.8105694651603699,2.0005,1.0,2,stable_period_2_candidate,,,,,
37,641,1923,OCNT-2312859,1,CYP2C9,4.539779715,4.311248779296875,0.0030026528994308,0.0007181210094131,0.0004418833996169,0.2119218183759665,2,0.0012726553250104,0.6765920802310601,0.7339218854904175,False,not_selected,persistent;complex_signature;recurrent,1.7310796451921457e-07,1.7310796351921456e-07,8.079562576313037e-06,0.0,2,0.0,0.1167415744693212,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
38,444,1959,OCNT-2312959,1,CYP2C9,5.261825863,4.900728225708008,0.0029192364318983,0.0006937476573511,0.0004336798447184,0.213233324118133,2,0.0012449569767341,0.6885098884554421,0.7239829301834106,False,not_selected,high_entropy,1.6323406371112617e-07,1.6323404850027148e-07,7.575127710879315e-06,0.0,2,0.0,0.1167415744693212,0.8105695247650146,2.0005,1.0,2,stable_period_2_candidate,,,,,
39,977,1961,OCNT-2312967,1,CYP2C9,3.995847987,4.080079078674316,0.0028117485354409,0.0006571559351868,0.0004238989204168,0.2148414157812924,2,0.001208160072565,0.6880742995346775,0.7234314680099487,False,not_selected,high_entropy,1.7006976904623264e-07,1.7006975383537792e-07,7.520967301388737e-06,0.0,2,0.0,0.1167415744693212,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
40,889,2645,OCNT-2314713,1,CYP2C9,3.367810055,3.969651222229004,0.0029643413155095,0.0007108604768291,0.0004370290262158,0.2119660070768297,2,0.0012566791847348,0.6716750775680229,0.7333649396896362,False,not_selected,recurrent,1.482345918243588e-07,1.494524752843063e-07,7.99527424533153e-06,0.0,4,0.0,0.1199716685470737,0.807537853717804,2.0005,1.0,4,stable_period_4_candidate,,,,,
41,982,2795,OCNT-2315115,1,CYP2C9,4.72554833,5.024722099304199,0.002985673957573,0.0007111418526619,0.0004389513051137,0.2124755484463163,2,0.0012687654234468,0.6731354286067982,0.7373324632644653,False,not_selected,persistent;complex_signature,1.4233387546438428e-07,1.4233386025352956e-07,7.934071618365124e-06,0.0,2,0.0,0.1167415744693212,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
42,1212,2820,OCNT-2315165,1,CYP2C9,2.185295185,4.239276885986328,0.002867697739111,0.0006758470553904,0.0004298168350942,0.2138263569840832,2,0.001226378721185,0.6646219401642537,0.743462085723877,False,not_selected,periodic_signature,1.8277742797137e-07,1.8272228885507505e-07,7.995478881639428e-06,0.0,4,0.0,0.1179621326595336,0.8095901012420654,2.0005,1.0,4,stable_period_4_candidate,-0.219910009466704,1e-05,1-100,0.0,1.0004776413552465e-05
43,655,2826,OCNT-2315179,1,CYP2C9,2.60472614,2.9026288986206055,0.0029978323737846,0.0007200975087471,0.0004424809012562,0.2118151148805733,2,0.0012699724175035,0.6672317572565674,0.7393312454223633,False,not_selected,recurrent;persistent;complex_signature,1.5393699570678257e-07,1.5393699470678257e-07,7.874324182921555e-06,0.0,2,0.0,0.1167415901528917,0.8105695247650146,2.0005,1.0,2,stable_period_2_candidate,,,,,
44,254,2944,OCNT-2315468,1,CYP2C9,5.133736072,4.950794219970703,0.0029677869762049,0.0007112008170224,0.0004349632072262,0.2121113887958906,2,0.0012590028345584,0.6869466200480785,0.7251091003417969,False,not_selected,recurrent,1.6049043083468098e-07,1.604904156238263e-07,7.986496711964719e-06,0.0,2,0.0,0.1167415823111064,0.8105696439743042,2.0005,1.0,2,stable_period_2_candidate,,,,,
45,1247,3025,OCNT-2315652,1,CYP2C9,6.147345507,5.127544403076172,0.0028027214585558,0.0006590589764527,0.0004174137429799,0.2144777939166959,2,0.0012022430310025,0.6897923051263446,0.7244241833686829,False,not_selected,high_entropy,1.713140430633863e-07,1.71314056274241e-07,7.921506039565429e-06,0.0,2,0.0,0.1167415823111064,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
46,471,3785,OCNT-2317666,1,CYP2C9,3.613834993,3.9738073348999023,0.0029400044596509,0.0007041468052193,0.0004343883774708,0.2120957829471755,2,0.0012471250956878,0.6614829417723276,0.7430887222290039,False,not_selected,periodic_signature;recurrent,1.816299582965363e-07,1.8163007098337405e-07,7.94694096839521e-06,0.0,4,0.0,0.1185663265292878,0.8090128302574158,2.0005,1.0,4,stable_period_4_candidate,-0.1853343028211035,1e-05,1-100,0.0,1.0000648217101116e-05
47,467,4123,OCNT-2318558,1,CYP2C9,4.028682997,4.709866523742676,0.0028884338690654,0.0006834135856479,0.0004279093700461,0.2135860978926737,2,0.001233858638443,0.6900734654351935,0.7238188982009888,False,not_selected,high_entropy,1.5396486319287909e-07,1.5396484798202437e-07,8.119882295432035e-06,0.0,2,0.0,0.1167415901528917,0.8105695247650146,2.0005,1.0,2,stable_period_2_candidate,,,,,
48,1291,4361,OCNT-2328955,1,CYP2C9,3.817187388,3.255185127258301,0.0030960689774469,0.000754599168431,0.0004574430640786,0.2101906257406633,2,0.0013015293516218,0.6758095508283632,0.7326326370239258,False,not_selected,persistent;complex_signature;recurrent,1.6554936721560046e-07,1.6542175274025794e-07,7.947554877318908e-06,0.0,4,0.0,0.1188820838540661,0.8086962103843689,2.0005,1.0,4,stable_period_4_candidate,-0.1926708472300821,1e-05,1-100,0.0,1.0002321687352378e-05
49,1226,4372,OCNT-2328985,1,CYP2C9,4.69347433,2.999691963195801,0.0030558947483764,0.0007475100574083,0.0004372727998998,0.2101539217959307,2,0.0012844165321439,0.6589473176892959,0.7406567335128784,False,not_selected,persistent;recurrent;complex_signature;periodic_signature,1.8197309359448965e-07,1.8217646413631885e-07,8.222144970204681e-06,0.0,4,0.0,0.1195136377125489,0.8080362677574158,2.0005,1.0,4,stable_period_4_candidate,-0.1465504470709884,1e-05,1-100,0.0,9.995001164497808e-06
50,1278,109,OCNT-0495620,2,CYP2D6,4.70201188,5.42012882232666,0.0028210387109534,0.0007211586926132,0.0003932609397452,0.206186615588648,2,0.0011633208487182,0.6469398318863044,0.7516061663627625,False,not_selected,recurrent,1.5107264161953174e-07,1.5133511510612152e-07,7.843673301977105e-06,0.0,4,0.0,0.1212457626051713,0.8060743808746338,2.0005,1.0,4,stable_period_4_candidate,,,,,
51,851,123,OCNT-0497979,2,CYP2D6,6.411201408,4.991955757141113,0.0028008818636403,0.0007165019051171,0.0003774993238039,0.2064652754874152,2,0.0011565696913748,0.6289778331935637,0.7575732469558716,False,not_selected,periodic_signature,1.5015754784100105e-07,1.5102992279025784e-07,7.723377166257706e-06,0.0,4,0.0,0.1184601644406063,0.8091172575950623,2.0005,1.0,4,stable_period_4_candidate,,,,,
52,790,363,OCNT-2308982,2,CYP2D6,5.201062245,4.660118103027344,0.0027525564665661,0.0006966040818952,0.0003802017308771,0.207593337472115,2,0.0011428247671574,0.6324611441157679,0.7572211027145386,False,not_selected,periodic_signature,1.549876894610058e-07,1.5498770267186046e-07,7.952206942718476e-06,0.0,2,0.0,0.1167415901528917,0.8105695247650146,2.0005,1.0,2,stable_period_2_candidate,,,,,
53,464,421,OCNT-2309162,2,CYP2D6,5.30771717,5.050322532653809,0.0027933588727132,0.0007120081572793,0.0003813566581811,0.2068212571879258,2,0.00115545198787,0.6280529264566013,0.7584807872772217,False,not_selected,periodic_signature,1.430680934840999e-07,1.430680782732452e-07,8.034293387026992e-06,0.0,2,0.0,0.1167415901528917,0.8105694651603699,2.0005,1.0,2,stable_period_2_candidate,,,,,
54,474,1518,OCNT-2311804,2,CYP2D6,4.444178672,5.036290645599365,0.0029209593786613,0.0007357551949098,0.0003933766856789,0.2074195572221514,2,0.001211728202179,0.638497003977383,0.7537789940834045,False,not_selected,persistent;complex_signature,1.552665774847916e-07,1.5526654806308218e-07,7.974721484060865e-06,0.0,2,0.0,0.1167415823111064,0.8105696439743042,2.0005,1.0,2,stable_period_2_candidate,,,,,
55,87,1752,OCNT-2312401,2,CYP2D6,4.76647041,5.327792167663574,0.0029496839279995,0.0007480449858121,0.0004025552771054,0.206957354011122,2,0.0012209175620228,0.6449115143724065,0.7520762085914612,False,not_selected,persistent;complex_signature,1.6409741576763884e-07,1.6409740055678412e-07,7.732794983894564e-06,0.0,2,0.0,0.1167415744693212,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
56,607,2081,OCNT-2313239,2,CYP2D6,4.639137015,4.649314880371094,0.0028093354786501,0.0007211260381154,0.0003853607049677,0.2063432722772712,2,0.0011593749513849,0.6364457563137127,0.7551052570343018,False,not_selected,recurrent,1.5411213028029272e-07,1.5411212928029272e-07,7.888596883276477e-06,0.0,2,0.0,0.1167415901528917,0.8105695247650146,2.0005,1.0,2,stable_period_2_candidate,,,,,
57,967,2401,OCNT-2314118,2,CYP2D6,4.492107222,4.628026485443115,0.0028816945860849,0.0007382787298411,0.0003940787864848,0.2061898711871865,2,0.0011883524712175,0.6423773958513548,0.7535886764526367,False,not_selected,recurrent,1.4584662821972566e-07,1.453913540672147e-07,7.543011633970309e-06,0.0,8,0.0,0.1243945765788328,0.8036606311798096,2.0005,1.0,8,stable_period_8_candidate,,,,,
58,625,2426,OCNT-2314182,2,CYP2D6,5.072708598,4.533326625823975,0.002825096483411,0.000708399398718,0.0003714893246069,0.2083352665438909,2,0.0011771344579756,0.691751966979414,0.7244477272033691,False,not_selected,high_entropy,1.5311489776150816e-07,1.5293363730961573e-07,7.835381438781042e-06,0.0,4,0.0,0.1182797876963419,0.8092917203903198,2.0005,1.0,4,stable_period_4_candidate,,,,,
59,234,2607,OCNT-2314616,2,CYP2D6,4.570009373,4.8253984451293945,0.0027960028975026,0.0007136895437724,0.0003848407650366,0.2066973131211975,2,0.0011558525729924,0.6330126841975994,0.7567065954208374,False,not_selected,periodic_signature,1.4167861295346632e-07,1.4167862616432108e-07,8.08686399977887e-06,0.0,2,0.0,0.1167415744693212,0.8105695843696594,2.0005,1.0,2,stable_period_2_candidate,,,,,
60,818,2696,OCNT-2314864,2,CYP2D6,4.917009972,4.902346134185791,0.0028271470228896,0.0007067510741762,0.0003667996788863,0.2084370734946559,2,0.0011785645037889,0.6916916461639607,0.7244434952735901,False,not_selected,high_entropy,1.5465244118741945e-07,1.5465244018741944e-07,7.764647307340056e-06,0.0,2,0.0,0.1167415901528917,0.8105695247650146,2.0005,1.0,2,stable_period_2_candidate,,,,,
61,813,2697,OCNT-2314865,2,CYP2D6,5.136309263,4.637881278991699,0.0028056639722303,0.0007173069752752,0.0003786263987421,0.2062172852787896,2,0.0011571528157219,0.6324695332156292,0.7564326524734497,False,not_selected,recurrent,1.620965274237384e-07,1.6209651221288368e-07,8.219252777053043e-06,0.0,2,0.0,0.1167415823111064,0.8105696439743042,2.0005,1.0,2,stable_period_2_candidate,,,,,
