validation_pair_index,training_index,molecule_id,cyp_index,cyp_target,experimental_pic50,predicted_pic50,late_motion,final_step,late_amplitude,recurrence_ratio,recurrence_lag,recurrence_distance,spectral_entropy,spectral_concentration,selected_for_perturbation,dynamical_classification,dynamic_score
690,76,OCNT-0493904,0,CYP1A2,6.40645018,4.293768882751465,0.1378109455118642,0.0361140370368957,0.1230934560298919,0.5310711422679154,11,0.8050615787506104,0.485251887794961,0.6178701519966125,False,not_selected,0.3854172269768061
1200,1714,OCNT-2312308,0,CYP1A2,5.894582448,5.153779029846191,0.1855246126661764,0.1177145913243293,0.1966903209686279,0.6997373698357569,11,1.4280035495758057,0.4518851682379344,0.6472113132476807,False,not_selected,0.38494504521937095
719,3325,OCNT-2316464,0,CYP1A2,4.97757222,4.876849174499512,0.1623836159716115,0.1546140909194946,0.165684089064598,0.6279137987921227,11,1.1215920448303225,0.4690202515337582,0.6370648145675659,False,not_selected,0.3799005864156055
771,1067,OCNT-2310736,0,CYP1A2,5.9101339,5.113877296447754,0.1895395219336019,0.2054691463708877,0.202185720205307,0.7278677631954686,11,1.5175567865371704,0.4514710857438135,0.6559069752693176,False,not_selected,0.37796856737347706
665,3147,OCNT-2315954,0,CYP1A2,4.920125312,4.805335521697998,0.1326905488977895,0.136244535446167,0.116590216755867,0.5164581301509918,11,0.7538202404975891,0.4708059833393535,0.645465612411499,False,not_selected,0.3778855280957513
70,2625,OCNT-2314657,0,CYP1A2,6.829797427,5.073391914367676,0.1823238283405767,0.1797007471323013,0.1945214867591858,0.7100138014391544,11,1.4239767789840698,0.4567698204954508,0.6447131633758545,False,not_selected,0.3740826588798451
491,3514,OCNT-2316966,0,CYP1A2,4.798313712,4.092722892761231,0.1546842008839117,0.0870947539806366,0.1477959752082824,0.6133916717681976,11,1.0437020063400269,0.4723806598496896,0.628915548324585,False,not_selected,0.371302768277305
163,2519,OCNT-2314405,0,CYP1A2,5.130239262,5.068838119506836,0.1703629791746602,0.1765010952949524,0.174491137266159,0.6705935168078349,11,1.2566874027252195,0.4558809046512133,0.651398777961731,False,not_selected,0.3698637132976563
1177,4324,OCNT-2328824,0,CYP1A2,5.378572777,5.368923664093018,0.1807792633781896,0.1128325685858726,0.1985629498958587,0.7078463620419181,11,1.40760338306427,0.4464034462971045,0.6639465093612671,False,not_selected,0.3694018414037999
482,2550,OCNT-2314482,0,CYP1A2,5.075178525,5.517541885375977,0.1825531721125112,0.0778746232390403,0.2026468068361282,0.7216530898642345,11,1.4491406679153442,0.4575763233954671,0.6453090906143188,False,not_selected,0.36871619503769176
765,2652,OCNT-2314739,0,CYP1A2,2.695982695,4.833318710327148,0.1436886489401327,0.0357779078185558,0.1374739557504654,0.5844404277023839,11,0.9237520098686218,0.4807809643250591,0.6249240040779114,False,not_selected,0.3640600582280128
999,677,OCNT-2309801,0,CYP1A2,5.83432212,5.106707572937012,0.1626368463049398,0.1256083548069,0.1617551445960998,0.6551139392333984,11,1.1720023155212402,0.4462791518824584,0.6581004858016968,False,not_selected,0.35904942034051957
55,2543,OCNT-2314465,0,CYP1A2,2.118008605,4.630140781402588,0.172463908792542,0.0925616398453712,0.1847699284553527,0.7032883286360854,11,1.3342103958129885,0.4590897156348669,0.642869234085083,False,not_selected,0.35780533444285034
297,837,OCNT-2310214,0,CYP1A2,5.464391818,5.7769951820373535,0.1750376671562658,0.107178159058094,0.1852415800094604,0.7091321110243627,11,1.365373134613037,0.438700149884477,0.6686476469039917,False,not_selected,0.35511960896732986
1075,606,OCNT-2309612,0,CYP1A2,5.372954847,4.797263145446777,0.1294978410015569,0.0905016288161277,0.1188780963420867,0.549606792644729,11,0.7829018235206604,0.4955447854288587,0.6252716183662415,False,not_selected,0.3523788705416599
84,1379,OCNT-2311473,0,CYP1A2,6.00149444,5.643209457397461,0.1732246279726491,0.169211283326149,0.1858234405517578,0.7050415914097574,11,1.3434362411499023,0.4315127176164861,0.6660680770874023,False,not_selected,0.35171436829903857
270,2520,OCNT-2314407,0,CYP1A2,4.971656497,4.9488935470581055,0.1625530570755468,0.0738867446780204,0.1741564720869064,0.6776673816482853,11,1.2117259502410889,0.4640126189165376,0.6382464170455933,False,not_selected,0.3511748289009047
776,2354,OCNT-2314004,0,CYP1A2,4.995842308,5.084441661834717,0.1689400225887762,0.0800001248717308,0.1899880915880203,0.7104581217554291,11,1.3202729225158691,0.4596006854958816,0.648708701133728,False,not_selected,0.34707882875488166
947,2484,OCNT-2314322,0,CYP1A2,4.90689459,4.389103412628174,0.1382915675650106,0.0798917934298515,0.1293543130159378,0.5919011614516606,11,0.9004043340682983,0.4667488031009214,0.6513182520866394,False,not_selected,0.342690645694053
443,1959,OCNT-2312959,0,CYP1A2,5.234491722,5.480093002319336,0.1551076769838796,0.0957250148057937,0.1625346541404724,0.6692959045403541,11,1.141942262649536,0.4520771902266589,0.6454265117645264,False,not_selected,0.3365153114630426
537,2643,OCNT-2314706,0,CYP1A2,6.074837122,5.567834854125977,0.1653685420761571,0.1935484409332275,0.1812423765659332,0.7045136686609462,11,1.2815483808517456,0.425553388601439,0.6753929853439331,False,not_selected,0.3346161983951489
308,2085,OCNT-2313250,0,CYP1A2,5.614650313,5.123517990112305,0.1570811569700704,0.1077799573540687,0.1637479662895202,0.6828859663159559,11,1.179953694343567,0.4520413970092553,0.644882321357727,False,not_selected,0.33400648697050517
1149,2700,OCNT-2314875,0,CYP1A2,4.88428075,5.688156604766846,0.1601784527311788,0.1607109606266021,0.1791601181030273,0.7145724087873279,11,1.2590501308441162,0.4587568915842425,0.6441570520401001,False,not_selected,0.3269947438936879
616,1474,OCNT-2311709,0,CYP1A2,5.237559848,4.867990493774414,0.1473442018042074,0.0881696417927742,0.1543721556663513,0.6640558153946046,11,1.0762925148010254,0.4539853666256926,0.6508620381355286,False,not_selected,0.3226179310742938
954,954,OCNT-2310481,0,CYP1A2,4.89869086,4.985786437988281,0.1552015542994008,0.1943470537662506,0.1688516736030578,0.7125092040232924,11,1.2164078950881958,0.4423058293096954,0.6708284616470337,False,not_selected,0.3141687226213477
1167,2557,OCNT-2314499,0,CYP1A2,5.231568163,4.948259353637695,0.144299641252564,0.1950793713331222,0.1527199298143386,0.6713988571378886,11,1.0657087564468384,0.4498140685085335,0.6612168550491333,False,not_selected,0.3115996515998471
894,3339,OCNT-2316516,0,CYP1A2,5.109112632,5.4877519607543945,0.1466185003529058,0.1960960477590561,0.1650558114051818,0.6981946822265237,11,1.12605082988739,0.4647988812724268,0.6415406465530396,False,not_selected,0.30760276575853096
1046,2181,OCNT-2313538,0,CYP1A2,3.861599535,4.730719089508057,0.1499748677025304,0.1904704272747039,0.163302332162857,0.7108821716453558,11,1.1727590560913086,0.4394353713501685,0.6701066493988037,False,not_selected,0.3036777935855758
1271,2120,OCNT-2313367,0,CYP1A2,4.348778185,4.878840446472168,0.150385245681809,0.183377131819725,0.1601892113685608,0.7245768513873693,11,1.1986223459243774,0.4582000816287006,0.6588097810745239,False,not_selected,0.3026480588071251
980,3757,OCNT-2317597,0,CYP1A2,3.797528263,4.767648220062256,0.1377677917490468,0.1107580140233039,0.1458296477794647,0.6709586957015828,11,1.0168014764785769,0.4733478365335636,0.6414735317230225,False,not_selected,0.3025221659959564
1071,621,OCNT-2309655,0,CYP1A2,2.492578865,4.556108951568604,0.1273511052141653,0.0972784906625747,0.128468632698059,0.6183560289340099,11,0.8662315607070923,0.4344095713859324,0.6765040755271912,False,not_selected,0.2954182310807069
705,215,OCNT-2308597,0,CYP1A2,5.081854505,5.123263359069824,0.1315423101196752,0.099013976752758,0.1398625969886779,0.6467769341140184,11,0.9358638525009156,0.4491683495687606,0.6499017477035522,False,not_selected,0.2947336900870165
560,2694,OCNT-2314859,0,CYP1A2,2.042327302,5.114503860473633,0.1243088692436681,0.1138851642608642,0.1244269162416458,0.6182384457411904,11,0.8453777432441711,0.4636304230807782,0.6420904994010925,False,not_selected,0.2942913759846772
751,2491,OCNT-2314335,0,CYP1A2,4.86428017,4.023504257202148,0.1255914866934286,0.2324069142341613,0.1332578212022781,0.6498638860901654,11,0.8977910876274109,0.4438494380946832,0.6725789904594421,False,not_selected,0.27903565865579333
456,2653,OCNT-2314741,0,CYP1A2,2.40076287,4.479629039764404,0.117363229394959,0.0726328715682029,0.1191661655902862,0.6092234490830852,11,0.7865047454833984,0.4434378152547829,0.6652369499206543,False,not_selected,0.2780696043201746
61,2532,OCNT-2314446,0,CYP1A2,3.850819357,3.625758171081543,0.1157649382958875,0.0929600074887275,0.1138403490185737,0.603019456878376,11,0.7678936123847961,0.4458897999560858,0.6530572772026062,False,not_selected,0.2775753610688705
1239,3090,OCNT-2315819,0,CYP1A2,3.366381088,4.655729293823242,0.1075804680595861,0.0793253257870674,0.1085053533315658,0.5844592839740926,11,0.6916404366493225,0.4446149987107821,0.6673502922058105,False,not_selected,0.26590792889876186
965,2116,OCNT-2313362,0,CYP1A2,5.041680803,4.001686096191406,0.0837697014222608,0.0914538651704788,0.0880129933357238,0.573980473300416,11,0.5289039015769958,0.4309500456390076,0.6855142712593079,False,not_selected,0.208840306681672
814,2656,OCNT-2314750,0,CYP1A2,5.44580044,3.51975154876709,0.058527685702847,0.036870427429676,0.0760539844632148,0.6054400913263097,11,0.3897850811481476,0.532462191614876,0.6020954251289368,False,not_selected,0.148142593771497
922,5,OCNT-0018684,1,CYP2C9,2.834837307,4.965088844299316,0.220037505031632,0.0350002013146877,0.1757557094097137,0.5135613376860523,11,1.243030309677124,0.4756295948560546,0.6044473052024841,False,not_selected,0.632239677281654
532,3573,OCNT-2317136,1,CYP2C9,4.44681635,4.439332962036133,0.2204581499109731,0.147156611084938,0.1836720705032348,0.5280053927899984,11,1.280434012413025,0.4913442193579204,0.6015744209289551,False,not_selected,0.6226811164613154
1208,1581,OCNT-2311950,1,CYP2C9,4.489078483,4.781869888305664,0.2556484043608175,0.2879743874073028,0.2453010082244873,0.6455506809689041,11,1.81537401676178,0.4982165963726632,0.6058611869812012,False,not_selected,0.5933177572900988
694,2867,OCNT-2315277,1,CYP2C9,4.0925307,4.908133506774902,0.2480205595503316,0.2455400973558426,0.242973506450653,0.6469775068657306,11,1.7651009559631348,0.5021822704201134,0.5937765836715698,False,not_selected,0.5758655954843035
652,1331,OCNT-2311312,1,CYP2C9,4.571280785,5.122173309326172,0.2097029685984121,0.373173326253891,0.1770988255739212,0.5456837928278164,11,1.25874662399292,0.4886983871996974,0.6103138327598572,False,not_selected,0.572097751933693
344,3036,OCNT-2315690,1,CYP2C9,4.64081704,4.819406509399414,0.2203235626230703,0.1924981772899627,0.2061326652765274,0.6030926369532635,11,1.4616307020187378,0.4921484518854031,0.6098027229309082,False,not_selected,0.5451160281821975
351,1041,OCNT-2310680,1,CYP2C9,5.100509677,4.764641284942627,0.1932931840429769,0.1562083214521408,0.1587032675743103,0.5270981736654288,11,1.1207293272018433,0.4484571811532261,0.6363186836242676,False,not_selected,0.5311665159984695
82,1861,OCNT-2312716,1,CYP2C9,5.036849637,4.899768829345703,0.1925414800653921,0.1085785999894142,0.1644754409790039,0.5381269064773592,11,1.1397292613983154,0.4836237099004477,0.6110584139823914,False,not_selected,0.5308396616595471
860,2559,OCNT-2314502,1,CYP2C9,5.665052405,5.048953533172607,0.2233449965725408,0.1608688235282898,0.2140852212905883,0.6427221716376401,11,1.5790365934371948,0.4865299976908721,0.6116300821304321,False,not_selected,0.5165669583068779
508,1266,OCNT-2311160,1,CYP2C9,5.208209313,5.013937473297119,0.2037818133841024,0.1274142116308212,0.1820127367973327,0.5902970171866088,11,1.3232097625732422,0.4607975665078143,0.6377414464950562,False,not_selected,0.5042952419255414
1005,602,OCNT-2309603,1,CYP2C9,5.2606706,5.087258815765381,0.2192676067362295,0.0825984105467796,0.2205315083265304,0.650888629132054,11,1.5699067115783691,0.4954994894981878,0.5995103120803833,False,not_selected,0.5037952412454765
124,2096,OCNT-2313278,1,CYP2C9,5.617345842,4.957237243652344,0.1775267273197637,0.2416794449090957,0.1539775431156158,0.5271169193092661,11,1.029350757598877,0.4819594445369639,0.6185840964317322,False,not_selected,0.4991063662953786
293,3667,OCNT-2317349,1,CYP2C9,4.66441265,4.550813674926758,0.1649127304563985,0.5206677317619324,0.1322463452816009,0.4937999476647474,11,0.8957728743553162,0.4653279805233484,0.6337082386016846,False,not_selected,0.4893707247744152
516,4042,OCNT-2318344,1,CYP2C9,3.991314042,5.108225345611572,0.1844688355932699,0.1498283147811889,0.1619419306516647,0.5593910527988647,11,1.1350923776626587,0.4752247517267669,0.6252574920654297,False,not_selected,0.4864807737410413
1126,655,OCNT-2309742,1,CYP2C9,4.870802473,4.601311206817627,0.1873946189890371,0.2325590699911117,0.1665968000888824,0.5660104974700709,11,1.1667405366897583,0.4686040955066221,0.6402055621147156,False,not_selected,0.4862250897347627
273,2131,OCNT-2313393,1,CYP2C9,3.914628015,4.661418914794922,0.1921930462131963,0.1474746912717819,0.1795130670070648,0.593343896372032,11,1.2544022798538208,0.4789711089295477,0.6280528903007507,False,not_selected,0.479061071369398
200,915,OCNT-2310404,1,CYP2C9,5.617653735,4.649393558502197,0.1744413375864492,0.2129757404327392,0.1516865789890289,0.5508704365878182,11,1.0570403337478638,0.4758416037816768,0.6239578127861023,False,not_selected,0.46734724960751184
1285,2416,OCNT-2314151,1,CYP2C9,5.409001743,4.93426513671875,0.1883710622797475,0.1639401465654373,0.1721024513244629,0.600414765233956,11,1.2441084384918213,0.4794410434613435,0.6205635666847229,False,not_selected,0.464152277848264
221,345,OCNT-2308941,1,CYP2C9,5.55875766,4.920600891113281,0.2181754410276876,0.0801900848746299,0.2313293665647506,0.7031207656534398,11,1.6874405145645142,0.4745167636466587,0.6330482363700867,False,not_selected,0.45753640189015876
663,1977,OCNT-2313003,1,CYP2C9,4.640909807,4.723341941833496,0.1345331221828924,0.3220367133617401,0.1045791581273078,0.4386580213848922,11,0.6491543650627136,0.4833356322421801,0.6256774663925171,False,not_selected,0.45492790310923553
113,885,OCNT-2310337,1,CYP2C9,5.822423482,4.5711870193481445,0.1846050322065816,0.1601331382989883,0.1714053899049759,0.6038833219627961,11,1.2262789011001587,0.467975850944707,0.6257630586624146,False,not_selected,0.4487551144173295
692,786,OCNT-2310093,1,CYP2C9,5.398325397,4.861063003540039,0.1964424848566518,0.1614031940698623,0.1934579759836197,0.6458829804822377,11,1.3956674337387085,0.475251263927289,0.6307757496833801,False,not_selected,0.448691222452428
1137,3295,OCNT-2316360,1,CYP2C9,3.86617964,4.021249771118164,0.1468310952196584,0.5436345934867859,0.1138981953263282,0.4791293040189717,11,0.7738618850708008,0.4459436721778541,0.6706805229187012,False,not_selected,0.4431152326333235
132,4129,OCNT-2318572,1,CYP2C9,5.107121982,4.695401668548584,0.1883591115484701,0.1606440991163253,0.1807027906179428,0.6237202295551532,11,1.292317271232605,0.4648102630305163,0.6304975748062134,False,not_selected,0.4423623712321987
620,758,OCNT-2310023,1,CYP2C9,4.532056638,4.363476753234863,0.1689130365858541,0.0354841873049736,0.1551489681005478,0.5644127104316444,11,1.0487033128738403,0.4592777746327421,0.6349429488182068,False,not_selected,0.4367212778517263
449,1702,OCNT-2312280,1,CYP2C9,6.150488705,4.85111665725708,0.1691104918728338,0.1879393458366394,0.1533789336681366,0.5724208097561234,11,1.0648260116577148,0.4633075149048676,0.6364580392837524,False,not_selected,0.43230548119346923
840,1109,OCNT-2310830,1,CYP2C9,4.221872663,4.078205108642578,0.1669823825369344,0.1324830949306488,0.1444443464279174,0.5668908901979707,11,1.0412687063217163,0.4449948358313572,0.6547636389732361,False,not_selected,0.4256351347548082
408,235,OCNT-2308645,1,CYP2C9,4.499618185,4.50690507888794,0.1763750165710912,0.1202519387006759,0.1664958596229553,0.6047042987353718,11,1.1732020378112793,0.4587382213895155,0.653403639793396,False,not_selected,0.4254723813085574
1270,843,OCNT-2310235,1,CYP2C9,4.83479045,5.129234790802002,0.1957379877577291,0.1242909282445907,0.1955617815256118,0.6697636223827843,11,1.442080020904541,0.4533198360907091,0.6478376388549805,False,not_selected,0.42473178712325976
708,1135,OCNT-2310880,1,CYP2C9,5.02258072,4.945267677307129,0.184739351273583,0.1698204427957534,0.1814949214458465,0.6389990922580667,11,1.2985310554504397,0.4677493632296652,0.6353779435157776,False,not_selected,0.42433716804992827
1170,1221,OCNT-2311060,1,CYP2C9,4.381499563,4.193935394287109,0.1794377267370687,0.1219888553023338,0.1684572100639343,0.6171695494774282,11,1.2181785106658936,0.455671716308246,0.6474587917327881,False,not_selected,0.4232263627895527
493,496,OCNT-2309346,1,CYP2C9,4.699023575,4.498871803283691,0.1443416327248083,0.1706481426954269,0.1209937632083892,0.499085292426308,11,0.7924266457557678,0.4577178745224284,0.6460049152374268,False,not_selected,0.42159001928868167
906,2730,OCNT-2314962,1,CYP2C9,4.445633612,4.073273658752441,0.1389628052721487,0.3572711646556854,0.1111011952161789,0.4885406986973286,11,0.7467788457870483,0.4795106158180754,0.6398102045059204,False,not_selected,0.42083893143850426
1196,294,OCNT-2308814,1,CYP2C9,4.01858695,5.151925086975098,0.1961110830317007,0.2633141875267029,0.1956798136234283,0.6785872903217756,11,1.4638633728027344,0.4557676087286322,0.6500890851020813,False,not_selected,0.42071545763090434
586,1425,OCNT-2311602,1,CYP2C9,4.590927075,4.729677200317383,0.1889583766470418,0.0354740172624588,0.1929128468036651,0.6772949090095158,11,1.4077860116958618,0.4608507548298225,0.6388238668441772,False,not_selected,0.4075624716564503
238,3158,OCNT-2315980,1,CYP2C9,4.476754965,4.607677936553955,0.1807082891474233,0.1630472093820572,0.1843806207180023,0.6652378640040763,11,1.3223539590835571,0.45290896416334,0.6445903182029724,False,not_selected,0.3946749086418558
1279,651,OCNT-2309730,1,CYP2C9,4.652421682,4.941233158111572,0.1759757697592245,0.2004278004169464,0.1713631153106689,0.6468238905299204,11,1.252078652381897,0.4435608135853305,0.6506152749061584,False,not_selected,0.3927370789548474
1026,1838,OCNT-2312626,1,CYP2C9,5.376112565,4.901037216186523,0.172624185682343,0.1388027071952819,0.1654277443885803,0.6397200399238417,11,1.214742660522461,0.4525353399160273,0.6579858660697937,False,not_selected,0.39195697270587343
1127,2123,OCNT-2313373,1,CYP2C9,4.388285253,4.930497169494629,0.1625691354284749,0.2320408374071121,0.1533392071723938,0.6077084277499416,11,1.0867409706115725,0.4575511951178387,0.6477373838424683,False,not_selected,0.3899120479707222
837,3591,OCNT-2317181,1,CYP2C9,6.264391032,4.085331916809082,0.148449644447373,0.1609772890806198,0.1338167041540146,0.5616741690624002,11,0.9171836376190186,0.4668877959859511,0.6482869386672974,False,not_selected,0.38769625479093867
676,256,OCNT-2308698,1,CYP2C9,4.974725937,5.157650470733643,0.1689035892496572,0.242787703871727,0.1595427244901657,0.633967631245566,11,1.1778734922409058,0.4536571041461595,0.660883367061615,False,not_selected,0.3872877578089541
1,1615,OCNT-2312033,1,CYP2C9,3.296598073,4.319753170013428,0.1553165167580114,0.1298869997262954,0.1455858647823333,0.5877384500221312,11,1.0041403770446775,0.4614654114187049,0.6506626009941101,False,not_selected,0.3862087243999776
99,447,OCNT-2309221,1,CYP2C9,3.91618854,4.014096260070801,0.1646205335865484,0.1740410029888153,0.1526213586330413,0.6204395439034359,11,1.1235079765319824,0.4440636102395858,0.66544109582901,False,not_selected,0.3831517903500309
561,2694,OCNT-2314859,1,CYP2C9,4.975407442,5.082920551300049,0.1396723091612325,0.2201868593692779,0.1194467768073082,0.5391311735724325,11,0.8283186554908752,0.4593891978926698,0.637795090675354,False,not_selected,0.3780828659636811
826,3650,OCNT-2317321,1,CYP2C9,5.929771308,5.190866470336914,0.1465877294550405,0.1352643221616745,0.131209909915924,0.5642568272506592,11,0.9098443984985352,0.4551762289166524,0.6463644504547119,False,not_selected,0.378038809726411
396,618,OCNT-2309641,1,CYP2C9,5.283653068,4.968589782714844,0.1757562458525167,0.1955540627241134,0.1809176206588745,0.6791434827851446,11,1.3130007982254028,0.4542704621316665,0.6504994630813599,False,not_selected,0.37635216026850626
356,2029,OCNT-2313118,1,CYP2C9,4.345180737,4.530566215515137,0.1715409457693563,0.2436996102333068,0.1754818856716156,0.6713743570276816,11,1.2668501138687134,0.4586763015889398,0.6460850834846497,False,not_selected,0.37270221855613195
1146,838,OCNT-2310216,1,CYP2C9,3.496522623,4.552532196044922,0.171769768000649,0.0774987414479255,0.1661837100982666,0.663546425156275,11,1.2537493705749512,0.4357482416804895,0.6717718839645386,False,not_selected,0.3716667485967017
30,2061,OCNT-2313193,1,CYP2C9,4.028416113,4.375998020172119,0.1728950291882024,0.1342299133539199,0.1716392636299133,0.6744328924196734,11,1.28266704082489,0.4403650306233834,0.668170154094696,False,not_selected,0.3692464540361311
778,3830,OCNT-2317807,1,CYP2C9,5.019831007,5.015427589416504,0.1761172860870824,0.366012305021286,0.1694714128971099,0.6866729983613025,11,1.330284833908081,0.4335759550179233,0.668923020362854,False,not_selected,0.36768229885254566
949,3210,OCNT-2316133,1,CYP2C9,5.170290357,3.908500671386719,0.1201386004696355,0.1626140177249908,0.1026567220687866,0.4873346941973606,11,0.6440247893333435,0.4723709468607592,0.6395971179008484,False,not_selected,0.36297145890534
360,2420,OCNT-2314168,1,CYP2C9,4.22897121,4.5754594802856445,0.1577728390703664,0.1307680904865265,0.1546523720026016,0.6363748669585046,11,1.1044293642044067,0.4556234241173295,0.6518702507019043,False,not_selected,0.36088452288813305
189,3529,OCNT-2317021,1,CYP2C9,5.760211485,3.91616153717041,0.1538385301838384,0.0371031910181045,0.1510041654109954,0.634871049221392,11,1.0743439197540283,0.4541259846124116,0.6495182514190674,False,not_selected,0.35235596968746224
