split,fold,molecule_id,cyp_target,experimental_pic50,credible_interval_low,credible_interval_high,base_prediction,residual_target
development_oof,0,OCNT-0713835,CYP2D6,4.47176306,4.3712585,4.61777875,4.58573998,-0.11397691999999982
development_oof,0,OCNT-1411118,CYP2D6,4.527574418,4.41357925,4.6766625,4.466119933333333,0.06145448466666714
development_oof,0,OCNT-1755345,CYP2C9,5.443798252,5.34040175,5.5426635,4.90313746,0.5406607919999997
development_oof,0,OCNT-1755345,CYP3A4,5.005361857,4.94482375,5.06635,4.589972266666667,0.41538959033333267
development_oof,0,OCNT-2308460,CYP1A2,5.041184842,4.7316005,5.31157325,5.194799193333333,-0.15361435133333323
development_oof,0,OCNT-2308460,CYP3A4,4.770343345,4.628025,4.9893865,4.51393524,0.25640810499999933
development_oof,0,OCNT-2308464,CYP3A4,4.552812463,4.40574475,4.816132,4.228569073333334,0.3242433896666661
development_oof,0,OCNT-2308473,CYP2C9,4.422686977,4.088687,4.8644,4.689478393333333,-0.2667914163333336
development_oof,0,OCNT-2308473,CYP3A4,3.36519394,2.12073025,3.9731845,4.253417686666666,-0.8882237466666663
development_oof,0,OCNT-2308474,CYP1A2,6.01210488,5.90614975,6.1220405,5.456477479999999,0.5556274000000005
development_oof,0,OCNT-2308478,CYP2C9,4.583366505,4.37900875,4.8328765,4.33759124,0.2457752649999998
development_oof,0,OCNT-2308478,CYP2D6,4.977149855,4.806318,5.11481675,4.820843993333333,0.1563058616666675
development_oof,0,OCNT-2308494,CYP2C9,4.372024367,3.980583,4.9538635,4.591620346666668,-0.21959597966666777
development_oof,0,OCNT-2308494,CYP3A4,4.33245308,4.14891,4.76820525,4.224054286666666,0.10839879333333347
development_oof,0,OCNT-2308499,CYP1A2,7.114525278,7.02943,7.197181,5.58586086,1.528664418
development_oof,0,OCNT-2308499,CYP2D6,4.561984723,4.44112975,4.71984175,4.910545686666667,-0.34856096366666645
development_oof,0,OCNT-2308506,CYP1A2,4.867253745,4.700189,5.04335925,4.277669300000001,0.589584444999999
development_oof,0,OCNT-2308522,CYP2C9,3.37551358,1.744615,4.12126425,4.15371114,-0.7781975600000006
development_oof,0,OCNT-2308523,CYP2D6,4.37545704,4.2391055,4.5178015,4.302836699999999,0.07262034000000028
development_oof,0,OCNT-2308531,CYP3A4,4.95944273,4.8768155,5.0533285,4.391337806666668,0.5681049233333324
development_oof,0,OCNT-2308560,CYP3A4,4.55159178,4.442628,4.7302365,4.613092666666667,-0.061500886666666865
development_oof,0,OCNT-2308588,CYP1A2,5.273967155,5.13678425,5.38810225,4.67312074,0.6008464150000004
development_oof,0,OCNT-2308588,CYP2C9,4.06119356,3.66828875,4.6021305,4.451709933333333,-0.390516373333333
development_oof,0,OCNT-2308588,CYP2D6,5.612441365,5.510716,5.7312915,4.884460080000001,0.7279812849999985
development_oof,0,OCNT-2308588,CYP3A4,4.594022655,4.5020955,4.740554,4.342311126666667,0.2517115283333329
development_oof,0,OCNT-2308599,CYP2D6,2.025409553,1.06066025,3.3881375,4.796011646666667,-2.770602093666667
development_oof,0,OCNT-2308601,CYP3A4,4.686252178,4.6033445,4.81634,4.1694317,0.5168204780000005
development_oof,0,OCNT-2308609,CYP2D6,4.795514462,4.6816335,4.90560225,5.145947146666667,-0.350432684666667
development_oof,0,OCNT-2308614,CYP3A4,2.010199325,1.0502915,3.36227525,3.4045827933333337,-1.3943834683333338
development_oof,0,OCNT-2308626,CYP1A2,2.508812232,1.10286875,3.70303225,4.371345286666666,-1.8625330546666663
development_oof,0,OCNT-2308638,CYP1A2,5.211921692,5.00382925,5.39736925,5.253283366666667,-0.041361674666667625
development_oof,0,OCNT-2308638,CYP2D6,4.740541735,4.34510725,5.38331175,4.869867393333333,-0.12932565833333332
development_oof,0,OCNT-2308646,CYP1A2,4.668175377,4.4775175,4.88867125,4.309209906666667,0.3589654703333327
development_oof,0,OCNT-2308646,CYP3A4,5.498045242,5.42013925,5.56855125,3.6449730599999994,1.8530721820000005
development_oof,0,OCNT-2308674,CYP2C9,5.519434882,5.31507375,5.65699525,5.190567386666666,0.32886749533333326
development_oof,0,OCNT-2308674,CYP3A4,5.075595437,5.017479,5.13510125,4.961386186666667,0.11420925033333251
development_oof,0,OCNT-2308690,CYP3A4,2.206256075,1.057422,3.58158775,2.9621421000000003,-0.7558860250000001
development_oof,0,OCNT-2308707,CYP1A2,2.098388835,1.0554595,3.245185,4.736730280000001,-2.6383414450000005
development_oof,0,OCNT-2308772,CYP2C9,3.722566127,2.83108425,4.284898,4.45046982,-0.7279036930000005
development_oof,0,OCNT-2308773,CYP2C9,5.046452268,4.8785765,5.17130075,4.916301020000001,0.13015124799999978
development_oof,0,OCNT-2308773,CYP3A4,4.31170627,4.2040575,4.45431025,4.673705606666667,-0.36199933666666695
development_oof,0,OCNT-2308798,CYP2D6,4.282659655,4.118958,4.39132025,4.590667173333333,-0.3080075183333335
development_oof,0,OCNT-2308798,CYP3A4,3.846268418,3.51613375,4.14955,4.4872255333333335,-0.6409571153333333
development_oof,0,OCNT-2308810,CYP2D6,3.131869342,1.149056,4.1642575,4.9531402133333335,-1.8212708713333337
development_oof,0,OCNT-2308847,CYP1A2,3.98482508,3.57708475,4.523651,4.160321813333333,-0.17549673333333304
development_oof,0,OCNT-2308847,CYP3A4,3.789451435,3.4340115,4.09133575,3.6893234733333338,0.10012796166666638
development_oof,0,OCNT-2308850,CYP3A4,4.550130438,4.449938,4.6941795,4.129243506666667,0.42088693133333344
development_oof,0,OCNT-2308860,CYP1A2,6.142259447,6.04347,6.2389275,5.4038686,0.7383908469999998
development_oof,0,OCNT-2308860,CYP2C9,4.434269245,3.86219,5.200069,5.038708080000001,-0.6044388350000007
development_oof,0,OCNT-2308860,CYP3A4,3.621380278,3.265437,3.98305325,4.48205332,-0.8606730420000002
development_oof,0,OCNT-2308866,CYP1A2,4.71698677,4.5006475,4.993365,4.863925313333333,-0.14693854333333256
development_oof,0,OCNT-2308874,CYP2C9,3.713054535,3.06810025,4.2548605,4.093190353333333,-0.3801358183333332
development_oof,0,OCNT-2308874,CYP3A4,2.587130662,1.134616,3.740053,3.827288586666667,-1.2401579246666672
development_oof,0,OCNT-2308890,CYP2C9,2.324801003,1.073117,3.6842725,3.8833781466666664,-1.5585771436666662
development_oof,0,OCNT-2308900,CYP1A2,4.902761188,4.71260925,5.1117005,4.67452712,0.2282340680000008
development_oof,0,OCNT-2308908,CYP1A2,4.97390783,4.79596925,5.1146645,5.02331468,-0.049406850000000446
development_oof,0,OCNT-2308925,CYP1A2,5.585823915,5.50701075,5.66837025,4.840605053333333,0.7452188616666664
development_oof,0,OCNT-2308938,CYP3A4,3.691492082,3.21584675,4.11599825,5.0395405066666665,-1.3480484246666666
development_oof,0,OCNT-2308951,CYP3A4,3.479948305,2.63090525,3.98395675,4.1866639333333335,-0.7067156283333333
development_oof,0,OCNT-2308952,CYP1A2,5.513475127,5.4182835,5.59744075,5.265626553333333,0.24784857366666735
development_oof,0,OCNT-2308952,CYP2D6,4.806376463,4.64668925,4.969385,5.409562393333333,-0.6031859303333329
development_oof,0,OCNT-2309000,CYP2D6,4.671842395,4.55760725,4.819612,5.100583220000001,-0.4287408250000011
development_oof,0,OCNT-2309000,CYP3A4,3.736996632,3.31221625,4.08527175,4.16830882,-0.43131218800000015
development_oof,0,OCNT-2309014,CYP1A2,4.737715497,4.51206175,5.00210875,4.5094973199999995,0.22821817700000047
development_oof,0,OCNT-2309014,CYP2C9,4.201528598,3.82605575,4.7299235,4.350779106666667,-0.14925050866666645
development_oof,0,OCNT-2309014,CYP2D6,5.679755865,5.5858815,5.7745705,4.355713166666667,1.3240426983333329
development_oof,0,OCNT-2309014,CYP3A4,4.337483833,4.214827,4.50091475,3.8122803666666663,0.525203466333334
development_oof,0,OCNT-2309024,CYP3A4,2.180249755,1.06247,3.4402705,2.8053647733333333,-0.6251150183333332
development_oof,0,OCNT-2309039,CYP1A2,3.434587342,2.33674175,4.077581,4.5433039666666675,-1.1087166246666675
development_oof,0,OCNT-2309039,CYP2C9,4.468207203,4.11757875,4.956071,4.344520940000001,0.12368626299999974
development_oof,0,OCNT-2309039,CYP3A4,4.680828975,4.5854075,4.83574325,4.025956853333333,0.6548721216666671
development_oof,0,OCNT-2309057,CYP2D6,4.60538449,4.48477825,4.7916355,4.45862876,0.14675572999999975
development_oof,0,OCNT-2309070,CYP1A2,5.78048507,5.66842975,5.8910935,4.92420154,0.8562835299999998
development_oof,0,OCNT-2309102,CYP3A4,4.48511985,4.39156225,4.669344,4.538318186666666,-0.05319833666666618
development_oof,0,OCNT-2309110,CYP1A2,5.114729933,4.933995,5.2244005,5.427839213333334,-0.3131092803333342
development_oof,0,OCNT-2309115,CYP3A4,4.381841257,4.2364565,4.55038425,4.07372642,0.30811483699999975
development_oof,0,OCNT-2309156,CYP3A4,2.024335245,1.03641175,3.39376475,3.7252610200000005,-1.7009257750000004
development_oof,0,OCNT-2309174,CYP2D6,4.517965167,4.34569525,4.7924765,4.756326053333334,-0.23836088633333397
development_oof,0,OCNT-2309179,CYP1A2,5.41586177,5.28660775,5.52169675,5.2269056266666665,0.18895614333333377
development_oof,0,OCNT-2309179,CYP2D6,5.208824898,5.11047575,5.30994325,4.630168393333333,0.5786565046666663
development_oof,0,OCNT-2309181,CYP2D6,5.497688715,5.4249795,5.57194325,4.788218993333334,0.7094697216666654
development_oof,0,OCNT-2309198,CYP2C9,3.7787182,2.99797325,4.345082,3.957379726666667,-0.17866152666666668
development_oof,0,OCNT-2309214,CYP2C9,4.839729637,4.44596475,5.176269,4.637433773333333,0.20229586366666652
development_oof,0,OCNT-2309214,CYP2D6,5.034287603,4.91941125,5.1180195,4.8851892333333335,0.14909836966666656
development_oof,0,OCNT-2309243,CYP1A2,5.328740902,5.107286,5.587215,4.379758806666667,0.9489820953333332
development_oof,0,OCNT-2309246,CYP1A2,4.57543194,4.24114775,5.0436905,4.958246539999999,-0.38281459999999967
development_oof,0,OCNT-2309246,CYP2D6,4.421305337,4.04713875,4.7099245,4.773171746666667,-0.35186640966666705
development_oof,0,OCNT-2309292,CYP1A2,4.535458238,4.31629525,4.83024875,4.579684346666666,-0.044226108666665986
development_oof,0,OCNT-2309292,CYP2C9,4.633100738,4.328926,5.0169855,4.5312448,0.10185593800000081
development_oof,0,OCNT-2309292,CYP2D6,5.004099337,4.78878875,5.18601075,4.7557414666666675,0.2483578703333329
development_oof,0,OCNT-2309368,CYP2C9,5.681304782,5.54410475,5.816738,4.53385946,1.1474453219999994
development_oof,0,OCNT-2309368,CYP2D6,5.279088677,5.073621,5.44210325,4.1726764733333335,1.1064122036666664
development_oof,0,OCNT-2309396,CYP1A2,1.90962809,1.03617525,3.11936025,4.449380533333333,-2.5397524433333327
development_oof,0,OCNT-2309396,CYP3A4,5.053744907,4.9340915,5.156607,3.8747740666666672,1.1789708403333323
development_oof,0,OCNT-2309425,CYP2C9,4.860595378,4.6091865,5.105692,4.610004600000001,0.2505907779999994
development_oof,0,OCNT-2309425,CYP3A4,3.82393098,3.4592925,4.11987475,4.229602226666667,-0.40567124666666654
development_oof,0,OCNT-2309430,CYP1A2,2.657626473,1.14860425,3.7647785,4.482777573333333,-1.8251511003333332
development_oof,0,OCNT-2309430,CYP2C9,4.19545985,3.8432465,4.704845,4.3133957333333335,-0.11793588333333371
development_oof,0,OCNT-2309430,CYP3A4,3.717094888,3.313929,4.059895,3.99357688,-0.2764819919999999
development_oof,0,OCNT-2309443,CYP1A2,4.876238563,4.63372125,5.05114425,4.682374286666667,0.19386427633333359
development_oof,0,OCNT-2309443,CYP3A4,4.832719388,4.7760885,4.8985525,4.098054799999999,0.7346645880000011
development_oof,0,OCNT-2309470,CYP2C9,2.57356297,1.10627375,3.78056925,4.059489593333334,-1.485926623333334
development_oof,0,OCNT-2309470,CYP3A4,2.177398278,1.0631805,3.24005,3.52147168,-1.3440734019999998
development_oof,0,OCNT-2309518,CYP1A2,4.999545695,4.83336825,5.15588025,4.826401193333334,0.17314450166666617
development_oof,0,OCNT-2309518,CYP2C9,4.69958671,4.4594055,4.97208175,4.54193262,0.1576540900000003
development_oof,0,OCNT-2309518,CYP2D6,4.763546113,4.506828,5.047399,4.5660804399999995,0.19746567300000084
development_oof,0,OCNT-2309518,CYP3A4,5.356649293,5.25036925,5.45672225,4.1516896800000005,1.2049596129999998
development_oof,0,OCNT-2309536,CYP1A2,5.18596381,4.97678925,5.40604325,4.793090133333333,0.3928736766666665
development_oof,0,OCNT-2309583,CYP2C9,4.230006555,3.91233625,4.607455,4.192302433333333,0.0377041216666667
development_oof,0,OCNT-2309583,CYP3A4,3.690696482,3.24448625,4.04732625,3.7110741266666665,-0.020377644666666583
development_oof,0,OCNT-2309602,CYP1A2,4.777768225,4.58949875,4.9902985,5.195981686666666,-0.4182134616666664
development_oof,0,OCNT-2309602,CYP2C9,5.409439815,5.18875775,5.5911175,4.988947373333334,0.4204924416666662
development_oof,0,OCNT-2309602,CYP2D6,4.276122025,4.11326625,4.4452765,4.335031306666667,-0.05890928166666676
development_oof,0,OCNT-2309696,CYP2C9,4.278445673,3.823957,4.946224,4.6276043399999995,-0.3491586669999993
development_oof,0,OCNT-2309746,CYP3A4,2.298208105,1.07333575,3.54729725,3.94809592,-1.649887815
development_oof,0,OCNT-2309754,CYP2C9,4.836496233,4.6061665,5.08533,4.490988886666667,0.34550734633333313
development_oof,0,OCNT-2309762,CYP2C9,5.648088162,5.554007,5.751514,5.016488913333333,0.6315992486666664
development_oof,0,OCNT-2309780,CYP1A2,5.42342565,5.3122705,5.51794225,5.179873986666667,0.24355166333333322
development_oof,0,OCNT-2309780,CYP2C9,5.554866537,5.46498525,5.64606,4.911681446666667,0.6431850903333327
development_oof,0,OCNT-2309782,CYP1A2,4.459346655,4.20397925,4.8397115,4.336734493333333,0.12261216166666689
development_oof,0,OCNT-2309810,CYP1A2,4.237526648,3.784309,4.99763575,4.7757305,-0.5382038519999996
development_oof,0,OCNT-2309810,CYP3A4,5.258509235,5.21614225,5.3001025,4.804319473333333,0.454189761666667
development_oof,0,OCNT-2309811,CYP1A2,5.5868905,5.48321875,5.684334,4.8959444733333335,0.6909460266666665
development_oof,0,OCNT-2309813,CYP2C9,5.276880095,5.03811975,5.4673955,4.785832559999999,0.49104753500000076
development_oof,0,OCNT-2309813,CYP3A4,4.42198301,4.27433075,4.683878,4.472750553333333,-0.05076754333333344
development_oof,0,OCNT-2309840,CYP2C9,4.709497835,4.45704875,4.99108875,4.7616377,-0.05213986500000001
development_oof,0,OCNT-2309858,CYP3A4,4.859908095,4.76771125,4.982236,4.82413032,0.03577777499999968
development_oof,0,OCNT-2309864,CYP2D6,4.437198148,4.2707765,4.613388,4.590375979999999,-0.15317783199999901
development_oof,0,OCNT-2309883,CYP1A2,5.031979407,4.87173725,5.1653895,4.838822073333334,0.1931573336666661
development_oof,0,OCNT-2309900,CYP2D6,5.4999317,5.322684,5.6564415,4.83104286,0.6688888400000002
development_oof,0,OCNT-2309900,CYP3A4,4.788579197,4.6903485,4.932152,4.401919100000001,0.38666009699999915
development_oof,0,OCNT-2309924,CYP2C9,4.763958335,4.3080335,5.151381,4.43395356,0.3300047749999999
development_oof,0,OCNT-2309933,CYP2C9,4.947919975,4.77054725,5.1187175,4.765898273333333,0.18202170166666676
development_oof,0,OCNT-2309933,CYP3A4,5.228164608,5.157697,5.3044495,4.462038006666667,0.7661266013333332
development_oof,0,OCNT-2309991,CYP1A2,5.17612895,4.9977285,5.3514625,5.29140034,-0.1152713900000002
development_oof,0,OCNT-2310005,CYP2C9,3.775382437,3.04073425,4.20339175,4.542979753333334,-0.7675973163333341
development_oof,0,OCNT-2310036,CYP1A2,5.809098493,5.69878975,5.922263,5.739334659999999,0.06976383300000055
development_oof,0,OCNT-2310036,CYP2C9,5.603263942,5.0138,6.05141225,5.456849633333333,0.1464143086666665
development_oof,0,OCNT-2310067,CYP2D6,6.041477758,5.9605945,6.129341,4.97828558,1.0631921780000004
development_oof,0,OCNT-2310067,CYP3A4,5.332954717,5.26332,5.401771,5.009330933333334,0.3236237836666662
development_oof,0,OCNT-2310076,CYP2D6,5.355084695,5.213534,5.48514225,4.667082913333333,0.6880017816666673
development_oof,0,OCNT-2310095,CYP2D6,5.200771175,5.09216325,5.2843115,5.167721833333333,0.03304934166666662
development_oof,0,OCNT-2310097,CYP3A4,4.300932767,4.116929,4.627092,4.731664459999999,-0.43073169299999936
development_oof,0,OCNT-2310101,CYP3A4,3.84640374,3.46114475,4.12990325,3.623960806666666,0.22244293333333376
development_oof,0,OCNT-2310121,CYP3A4,2.790967568,1.15844175,3.87183675,3.5817303600000003,-0.7907627920000002
development_oof,0,OCNT-2310137,CYP3A4,5.461775043,5.4137965,5.50994625,4.464936006666667,0.9968390363333333
development_oof,0,OCNT-2310153,CYP1A2,5.743245413,5.65311325,5.83780075,4.698741673333333,1.0445037396666672
development_oof,0,OCNT-2310153,CYP2D6,4.78452492,4.66899475,4.90629425,4.370393493333333,0.4141314266666667
development_oof,0,OCNT-2310163,CYP1A2,5.006135698,4.6177565,5.28551875,4.718025213333333,0.28811048466666644
development_oof,0,OCNT-2310163,CYP2C9,4.827437525,4.53296775,5.151282,4.577195333333334,0.2502421916666657
development_oof,0,OCNT-2310220,CYP3A4,2.225750435,1.042811,3.594979,2.9652420200000003,-0.7394915850000001
development_oof,0,OCNT-2310252,CYP2D6,3.21653553,1.14389525,4.15554025,4.407487726666667,-1.1909521966666672
development_oof,0,OCNT-2310306,CYP2C9,4.36371063,4.163119,4.64320425,4.290109286666667,0.07360134333333335
development_oof,0,OCNT-2310316,CYP1A2,5.877808642,5.78341375,5.9808605,5.600821553333334,0.2769870886666661
development_oof,0,OCNT-2310353,CYP1A2,5.17906553,5.0189815,5.3128125,5.04350456,0.13556097000000022
development_oof,0,OCNT-2310353,CYP2D6,4.91651345,4.73961975,5.0599915,4.683263873333333,0.23324957666666712
development_oof,0,OCNT-2310353,CYP3A4,4.99666658,4.93177675,5.0632115,4.503773746666665,0.4928928333333351
development_oof,0,OCNT-2310365,CYP1A2,5.195463408,5.029128,5.33110075,5.0303318,0.16513160800000026
development_oof,0,OCNT-2310376,CYP1A2,2.100920668,1.05602075,3.39617,4.136037926666667,-2.035117258666667
development_oof,0,OCNT-2310380,CYP1A2,5.203664612,5.04565125,5.320574,4.9604321733333325,0.24323243866666733
development_oof,0,OCNT-2310389,CYP3A4,2.741962335,1.0895045,3.8273655,3.5892952200000003,-0.8473328850000001
development_oof,0,OCNT-2310396,CYP1A2,3.641610983,3.02601275,4.19666475,4.754983439999999,-1.1133724569999992
development_oof,0,OCNT-2310409,CYP1A2,5.165969945,5.0121675,5.29462725,4.331231506666667,0.8347384383333329
development_oof,0,OCNT-2310409,CYP3A4,3.597721745,3.0136945,4.007033,3.7475451866666667,-0.14982344166666683
development_oof,0,OCNT-2310428,CYP2C9,3.963667168,3.52531825,4.4831405,4.613135446666666,-0.6494682786666659
development_oof,0,OCNT-2310436,CYP1A2,5.72623009,5.6164905,5.82984325,5.66850308,0.0577270099999998
development_oof,0,OCNT-2310436,CYP2D6,4.65242682,4.53440725,4.79476475,4.85474664,-0.20231982000000048
development_oof,0,OCNT-2310455,CYP2C9,3.993795637,3.53514675,4.644265,4.646825646666666,-0.6530300096666659
development_oof,0,OCNT-2310455,CYP3A4,3.656923358,3.27967225,3.99412725,4.34628248,-0.6893591220000004
development_oof,0,OCNT-2310473,CYP3A4,3.759346945,3.35587625,4.04445075,4.2995703,-0.5402233550000002
development_oof,0,OCNT-2310487,CYP2C9,5.32677768,5.18091025,5.45405675,4.659472646666667,0.6673050333333332
development_oof,0,OCNT-2310516,CYP2C9,4.274925795,4.019047,4.612007,4.264467993333334,0.0104578016666661
development_oof,0,OCNT-2310528,CYP2C9,5.42706087,5.221709,5.62803075,5.343874833333333,0.08318603666666746
development_oof,0,OCNT-2310555,CYP2C9,4.486457515,4.26716675,4.762969,4.42400454,0.062452974999999356
development_oof,0,OCNT-2310555,CYP2D6,3.457433948,1.19957825,4.334473,4.282722486666667,-0.8252885386666668
development_oof,0,OCNT-2310555,CYP3A4,4.900167553,4.78880925,5.043677,3.9758438333333332,0.9243237196666669
development_oof,0,OCNT-2310562,CYP2C9,5.32258185,5.146827,5.46548375,4.857596833333334,0.4649850166666658
development_oof,0,OCNT-2310562,CYP2D6,4.484070133,4.23045725,4.72257775,4.682714166666666,-0.19864403366666572
development_oof,0,OCNT-2310579,CYP2C9,4.071066123,3.6857525,4.61476475,4.442306153333333,-0.3712400303333334
development_oof,0,OCNT-2310605,CYP1A2,5.76041133,5.637013,5.8757395,5.355896546666668,0.40451478333333224
development_oof,0,OCNT-2310605,CYP2D6,5.83714999,5.70474675,5.96431175,4.553624353333333,1.283525636666667
development_oof,0,OCNT-2310606,CYP1A2,5.64305967,5.54416925,5.73885225,5.520605699999999,0.12245397000000136
development_oof,0,OCNT-2310606,CYP2D6,2.08517502,1.05729625,3.50528025,4.7567226866666665,-2.6715476666666667
development_oof,0,OCNT-2310606,CYP3A4,5.955765657,5.86636275,6.0478765,5.192395333333333,0.7633703236666669
development_oof,0,OCNT-2310629,CYP3A4,4.156398017,3.9841965,4.2947505,4.551433873333334,-0.39503585633333405
development_oof,0,OCNT-2310635,CYP2C9,4.607570447,4.403095,4.8389935,4.6800604266666666,-0.07248997966666693
development_oof,0,OCNT-2310635,CYP2D6,4.32772043,4.1633255,4.4593305,4.749649246666667,-0.42192881666666704
development_oof,0,OCNT-2310667,CYP3A4,3.162989765,1.402616,3.84252,4.173120806666667,-1.010131041666667
development_oof,0,OCNT-2310693,CYP3A4,3.568803318,3.13671,3.97828375,3.39489952,0.173903798
development_oof,0,OCNT-2310732,CYP3A4,4.493550495,4.40213,4.64745275,3.6962195199999996,0.7973309750000004
development_oof,0,OCNT-2310742,CYP3A4,5.14380517,5.08789575,5.20446025,3.7029862666666666,1.4408189033333336
development_oof,0,OCNT-2310746,CYP2C9,3.694519695,3.16509925,4.20250825,4.06491612,-0.3703964250000005
development_oof,0,OCNT-2310797,CYP2C9,2.48787512,1.074271,3.76267,4.08557214,-1.59769702
development_oof,0,OCNT-2310797,CYP3A4,2.227404855,1.07866225,3.24567475,3.545084373333333,-1.3176795183333327
development_oof,0,OCNT-2310822,CYP2C9,4.502336038,4.252362,4.80497075,4.7566707133333335,-0.2543346753333333
development_oof,0,OCNT-2310822,CYP3A4,4.965897785,4.8731755,5.096738,4.666056206666666,0.2998415783333339
development_oof,0,OCNT-2310826,CYP2D6,5.837251747,5.71954525,5.9594085,4.6291223666666665,1.2081293803333333
development_oof,0,OCNT-2310826,CYP3A4,4.214249813,4.07418025,4.382649,3.86095478,0.3532950330000002
development_oof,0,OCNT-2310829,CYP2D6,5.394531835,5.24446975,5.5262045,4.689208153333333,0.705323681666667
development_oof,0,OCNT-2310839,CYP3A4,4.221361153,4.06254725,4.38667125,4.322649986666667,-0.10128883366666663
development_oof,0,OCNT-2310864,CYP2D6,6.555268827,6.414009,6.702482,4.399639606666667,2.155629220333333
development_oof,0,OCNT-2310867,CYP3A4,4.257986495,4.10799375,4.42948275,3.5991511133333334,0.6588353816666666
development_oof,0,OCNT-2310878,CYP1A2,5.270082415,5.102644,5.4139605,5.1394238,0.13065861499999976
development_oof,0,OCNT-2310888,CYP1A2,5.09731991,4.945859,5.22296525,5.01173952,0.0855803900000005
