molecule_id,smiles,scaffold,heavy_atoms,bonds,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,rings,aromatic_rings,fraction_csp3,aromatic_atom_fraction,heteroatom_fraction,formal_charge,cyclomatic_number,graph_density,degree_mean,degree_variance,adjacency_spectral_radius,algebraic_connectivity,laplacian_largest,graph_diameter,mean_shortest_path,single_bonds,double_bonds,triple_bonds,aromatic_bonds,ring_bonds,conjugated_bonds,radius_of_gyration_3d,asphericity_3d,eccentricity_3d,inertial_shape_factor_3d,spherocity_index_3d,cyp_target,mean_lyapunov,std_lyapunov,minimum_lyapunov,maximum_lyapunov,positive_repeat_fraction,positive_block_fraction,short_dynamic_score,measured_pic50,measured_pic50_conf_low,measured_pic50_conf_high,measured_pic50_std
OCNT-2309846,Cc1cc(C)cc(C(=O)NCC(=O)Nc2ccc(Cn3ccnc3)cc2)c1,O=C(CNC(=O)c1ccccc1)Nc1ccc(Cn2ccnc2)cc1,27,29,362.4330000000001,2.9167400000000017,76.02000000000001,2,3,6,3,3,0.1904761904761904,0.6296296296296297,0.2222222222222222,0,3,0.0826210826210826,2.1481481481481484,0.4224965706447187,2.313808241627188,0.023330808606161,4.898489096794034,16.0,6.572649572649572,10,2,0,17,17,23,4.672756494610171,0.4143149891355703,0.9658095108159552,0.0004151134567122,0.1459668341074035,CYP1A2,0.0112880929373204,6.955163553357124e-05,0.0112185413017869,0.011357644572854,1.0,0.9775,0.436591195248073,5.503999183,5.36935925,5.62534125,0.06516381578
OCNT-2315086,O=C1CCC(NC(=O)c2ccc3nc(-c4ccccc4)oc3c2)C(=O)N1,O=C1CCC(NC(=O)c2ccc3nc(-c4ccccc4)oc3c2)C(=O)N1,26,29,349.3460000000001,2.0298000000000003,101.3,2,5,3,4,3,0.1578947368421052,0.5769230769230769,0.2692307692307692,0,4,0.0892307692307692,2.230769230769231,0.4082840236686391,2.4492706487883145,0.034624312743255,4.982047748586391,15.0,5.624615384615384,10,3,0,16,22,24,5.114983553628403,0.8376908174894537,0.9983458214044476,0.0018658351729011,0.051794794398412,CYP1A2,0.0124058150686323,0.0002336702309548,0.0121721448376774,0.0126394852995872,1.0,0.985,0.4361750256297734,4.003649968,3.60392925,4.5847675,0.2351084851
OCNT-2311030,CN1CCc2ccc(NC(=O)Cc3cccc(F)c3F)cc2C1=O,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(=O)NCC2,24,26,330.33400000000006,2.7741000000000016,49.41,1,2,3,3,2,0.2222222222222222,0.5,0.25,0,3,0.0942028985507246,2.1666666666666665,0.5555555555555555,2.41940240482197,0.0360169709502237,5.118401878914845,12.0,5.228260869565218,12,2,0,12,17,18,4.142486571300214,0.5214287633123573,0.9803669424652942,0.0008031401136544,0.1400847406651321,CYP1A2,0.0122005697339773,0.0003251899033784,0.0118753798305988,0.0125257596373558,1.0,0.985,0.4275201060112387,5.26911858,5.1179075,5.41354175,0.07496569848
OCNT-2314135,Cc1nn(C)cc1C(=O)Nc1ccc(Cc2ccncc2)cc1,O=C(Nc1ccc(Cc2ccncc2)cc1)c1cn[nH]c1,23,25,306.369,2.9666200000000016,59.81,1,3,4,3,3,0.1666666666666666,0.7391304347826086,0.217391304347826,0,3,0.0988142292490118,2.1739130434782608,0.4045368620037809,2.369906955998825,0.0367085347947929,4.93772743262502,14.0,5.49802371541502,7,1,0,17,17,21,4.695677032257693,0.7198857518238749,0.9944999313363184,0.0013995205800216,0.1268771276262384,CYP1A2,0.0117675340734422,0.0002040830440819,0.0115634510293602,0.0119716171175241,1.0,0.985,0.4265705152420062,4.879882067,4.64686475,5.14853175,0.1298484171
OCNT-2312174,CCC(=O)Nc1ccc(Nc2nc3ccccc3n3cncc23)cc1,c1ccc(Nc2nc3ccccc3n3cncc23)cc1,25,28,331.379,3.9746000000000015,71.32000000000001,2,4,4,4,4,0.1052631578947368,0.76,0.24,0,4,0.0933333333333333,2.24,0.3424000000000001,2.495755859602477,0.0389368315919939,5.213109674636243,14.0,5.363333333333333,6,1,0,21,21,26,4.693015027946911,0.6829196480789836,0.9927642229642044,0.0010079383369601,0.0112796577004649,CYP1A2,0.0122402161359786,0.0001107612624764,0.0121294548735022,0.0123509773984551,1.0,0.98,0.4163800343097027,5.44967587,5.299003,5.57764075,0.06826656432
OCNT-2318236,OCC1(Nc2nc(C(F)F)nc3ccccc23)CCCC1,c1ccc2c(NC3CCCC3)ncnc2c1,21,23,293.3170000000001,3.284400000000001,58.04,2,4,4,3,2,0.4666666666666667,0.4761904761904761,0.2857142857142857,0,3,0.1095238095238095,2.1904761904761907,0.5351473922902495,2.459968845164364,0.0692627215389967,5.355408835133588,8.0,4.119047619047619,12,0,0,11,16,12,3.4123336923581964,0.240558900835775,0.9161236168747516,0.0005531913058235,0.2212828527962718,CYP1A2,0.011933546513319,5.744397640228272e-05,0.0118761025369167,0.0119909904897212,1.0,0.985,0.4140060170420095,6.25668999,6.1513185,6.3565695,0.05263477509
OCNT-2316836,O=C(c1cnn(-c2ccccc2)c1)N1CCC(Oc2ccccn2)C1,O=C(c1cnn(-c2ccccc2)c1)N1CCC(Oc2ccccn2)C1,25,28,334.379,2.5608000000000004,60.25,0,4,4,4,3,0.2105263157894736,0.68,0.24,0,4,0.0933333333333333,2.24,0.2624,2.4106277736916684,0.0330882601386406,4.966885371284597,15.0,5.68,10,1,0,17,22,22,4.851954799517205,0.7037738808424545,0.9938070724400444,0.0010956764583472,0.1053480154578951,CYP1A2,0.0121734235435724,0.0003535272553563,0.0118198962882161,0.0125269507989287,1.0,0.985,0.4115058091144334,4.935100625,4.737256,5.105707,0.09588408313
OCNT-2309734,COC(=O)c1ccccc1NC(=O)c1coc2c1C(=O)NCC2,O=C(Nc1ccccc1)c1coc2c1C(=O)NCC2,23,25,314.297,1.6043999999999998,97.64,2,5,3,3,2,0.1875,0.4782608695652174,0.3043478260869565,0,3,0.0988142292490118,2.1739130434782608,0.4914933837429113,2.4640077635724067,0.0436684300061459,5.15214735707125,11.0,4.687747035573122,11,3,0,11,16,21,3.839192290124796,0.4724752660627703,0.9744154088039616,0.0008052687059811,0.0797775044765337,CYP1A2,0.0122645436786115,0.0007469723932445,0.011517571285367,0.013011516071856,1.0,0.9875,0.4082360700189252,5.255905082,5.1034195,5.376052,0.0676220716
OCNT-2312078,COc1ccc(-c2ccnc(N3CCOCC3)c2)c(F)c1,c1ccc(-c2ccnc(N3CCOCC3)c2)cc1,21,23,288.32199999999995,2.7329000000000008,34.59,0,4,3,3,2,0.3125,0.5714285714285714,0.238095238095238,0,3,0.1095238095238095,2.1904761904761907,0.3446712018140588,2.3953593015076557,0.0580089129573585,5.056293784955531,12.0,4.561904761904762,11,0,0,12,18,15,3.9633151923196968,0.6307753416085737,0.989479811499089,0.0015321997337667,0.150818358958463,CYP1A2,0.0119791864417493,0.0002485015429556,0.0117306848987936,0.0122276879847049,1.0,0.985,0.4074709659538623,5.722540748,5.616379,5.82666275,0.05261513712
OCNT-2315016,Cc1ccc(NC(=O)c2cccn(C)c2=O)c2cccnc12,O=C(Nc1cccc2ncccc12)c1ccc[nH]c1=O,22,24,293.326,2.4942200000000003,63.99,1,3,2,3,3,0.1176470588235294,0.7272727272727273,0.2272727272727272,0,3,0.1038961038961039,2.1818181818181817,0.5123966942148761,2.428953890052027,0.0489401623384839,5.146709685333169,10.0,4.523809523809524,5,2,0,17,17,22,3.7697729590753206,0.5354039099901662,0.9814984913669532,0.0010157490383029,0.0138358912026166,CYP1A2,0.0114501221105456,0.0001628929749131,0.0112872291356325,0.0116130150854587,1.0,0.985,0.4059797835438058,6.212632232,6.1260955,6.2985285,0.04377345409
OCNT-2309302,O=C(NCC1C2Cc3ccccc3C12)c1cc2c(F)cccc2[nH]1,O=C(NCC1C2Cc3ccccc3C12)c1cc2ccccc2[nH]1,24,28,320.367,3.622700000000002,44.89,2,1,3,5,3,0.25,0.625,0.1666666666666666,0,5,0.1014492753623188,2.333333333333333,0.3888888888888888,2.630820869581468,0.0343176670711679,4.971746146436056,13.0,5.380434782608695,11,1,0,16,22,19,4.041921881754786,0.4695694280337758,0.9736968324966252,0.0008366028267919,0.2820082596177997,CYP1A2,0.0117769455537199,0.0002831825986504,0.0114937629550695,0.0120601281523704,1.0,0.985,0.4024638969652943,6.495533205,6.422618,6.5741305,0.03894250552
OCNT-2313365,Cc1cc(C(=O)Nc2cnn(C)c2C)nc2ccccc12,O=C(Nc1cn[nH]c1)c1ccc2ccccc2n1,21,23,280.331,2.837440000000001,59.81,1,3,2,3,3,0.1875,0.7142857142857143,0.238095238095238,0,3,0.1095238095238095,2.1904761904761907,0.5351473922902497,2.4221394496198965,0.0519721445833718,5.095447254621408,11.0,4.504761904761905,6,1,0,16,16,20,3.907228424698941,0.622279696511493,0.98903771450543,0.0013538853094756,0.0194752566785328,CYP1A2,0.0117444838397204,4.381826147437096e-05,0.0117006655782461,0.0117883021011948,1.0,0.985,0.3982000811304088,5.89035038,5.8024675,5.975782,0.0439582381
OCNT-2309695,Cc1ccccc1-c1cc(C(=O)Nc2cc3ccccc3nn2)c2cnn(C(C)C)c2n1,O=C(Nc1cc2ccccc2nn1)c1cc(-c2ccccc2)nc2[nH]ncc12,32,36,422.4920000000001,5.183120000000004,85.59000000000002,1,5,4,5,5,0.16,0.78125,0.21875,0,5,0.0725806451612903,2.25,0.4375,2.51459365427274,0.0303300786304962,5.225859575584329,14.0,5.816532258064516,8,1,0,27,27,32,4.924327562471306,0.4573180003598222,0.9724228114536904,0.0003559022099459,0.1319339038450697,CYP1A2,0.0113434069789946,0.0004932903684675,0.010850116610527,0.0118366973474621,1.0,0.9825,0.3918973664842019,4.387167883,4.1942155,4.6867035,0.1219236863
OCNT-2311582,O=C(c1cnc(F)c(Cl)c1)N1CCN(c2ccc(F)cn2)CC1,O=C(c1cccnc1)N1CCN(c2ccccn2)CC1,23,25,338.74500000000006,2.3706000000000005,49.330000000000005,0,4,2,3,2,0.2666666666666666,0.5217391304347826,0.3478260869565217,0,3,0.0988142292490118,2.1739130434782608,0.4914933837429113,2.381290107282645,0.0436827899788933,5.029644036062046,14.0,5.233201581027668,12,1,0,12,18,16,4.534162043383951,0.6600746689872296,0.9914282114309724,0.0010774275278478,0.1951080624883167,CYP1A2,0.0121182608418166,0.0006090593524277,0.0115092014893889,0.0127273201942443,1.0,0.9875,0.3908164150714726,4.553127107,4.359116,4.835252,0.1224454113
OCNT-0493904,CCOc1ccccc1OCC1CNCCO1,c1ccc(OCC2CNCCO2)cc1,17,18,237.29899999999992,1.4525,39.72,1,4,5,2,1,0.5384615384615384,0.3529411764705882,0.2352941176470588,0,2,0.1323529411764706,2.117647058823529,0.2214532871972318,2.2834885030097123,0.0639408316285495,4.851479011149083,10.0,4.205882352941177,12,0,0,6,12,8,3.166874707726573,0.389628059506077,0.9609816787501756,0.0012288506653826,0.1610094139396501,CYP1A2,0.012661593966186,0.0002655563876032,0.0123960375785827,0.0129271503537893,1.0,0.9825,0.3854172269768061,6.40645018,6.27740425,6.53405425,0.06465335386
OCNT-2312308,O=C(OCC(=O)N1N=C(c2cccs2)CC1c1ccco1)c1ccncc1,O=C(OCC(=O)N1N=C(c2cccs2)CC1c1ccco1)c1ccncc1,27,30,381.41300000000007,3.270800000000002,85.00000000000001,0,7,5,4,3,0.1578947368421052,0.5925925925925926,0.2962962962962963,0,4,0.0854700854700854,2.2222222222222223,0.3209876543209876,2.465948991238674,0.0318507599947078,5.053295650869516,13.0,5.552706552706553,11,3,0,16,21,24,4.462587366407001,0.4438757564585263,0.9705186017025732,0.0004685734067931,0.1611603229197734,CYP1A2,0.0123462011106312,8.317222818732262e-05,0.0122630288824439,0.0124293733388185,1.0,0.985,0.3849450452193709,5.894582448,5.79805725,5.99086,0.04809486069
OCNT-2316464,CCn1ncc2c1CCCC2NC(=O)c1ccc(F)c2cccnc12,O=C(NC1CCCc2[nH]ncc21)c1cccc2cccnc12,25,28,338.3860000000001,3.397700000000002,59.81,1,3,3,4,3,0.3157894736842105,0.6,0.24,0,4,0.0933333333333333,2.24,0.4224000000000001,2.466579990932134,0.0396780281161075,5.185959096104354,12.0,4.95,11,1,0,16,21,19,4.062210060767409,0.5299272416746608,0.9811425692329752,0.000882306813037,0.2061878069035119,CYP1A2,0.0129859121516346,4.267878830432892e-05,0.0129432333633303,0.013028590939939,1.0,0.985,0.3799005864156055,4.97757222,4.77732175,5.1456855,0.09667815132
OCNT-2310736,O=C1COc2cc(NC(=O)NCc3ccc(-n4ccnc4)c(F)c3)ccc2N1,O=C1COc2cc(NC(=O)NCc3ccc(-n4ccnc4)cc3)ccc2N1,28,31,381.367,2.6640000000000006,97.28,3,4,4,4,3,0.1052631578947368,0.6071428571428571,0.3214285714285714,0,4,0.082010582010582,2.2142857142857144,0.3826530612244898,2.379494862893993,0.0239409342114196,5.008014707343492,17.0,6.5,12,2,0,17,22,26,5.314468206659787,0.6639451958326466,0.9916560286638518,0.0007059673175173,0.1614363406493754,CYP1A2,0.0122625865042209,0.0001226821914315,0.0121399043127894,0.0123852686956524,1.0,0.9875,0.377968567373477,5.9101339,5.807981,6.0199665,0.05292340125
OCNT-2315954,CCN1CCCC(NCc2cnnn2C)c2ccccc21,c1ccc2c(c1)NCCCC2NCc1cnn[nH]1,21,23,285.39500000000004,2.2661,45.98,1,4,4,3,2,0.5,0.5238095238095238,0.238095238095238,0,3,0.1095238095238095,2.1904761904761907,0.3446712018140589,2.405785245023728,0.0547479096859107,5.093801132138622,10.0,4.40952380952381,12,0,0,11,17,12,3.6703266368548895,0.4500410870490693,0.9714879957789176,0.0009825637108444,0.2302679971144842,CYP1A2,0.0112037006765604,0.000764581374824,0.0104391193017363,0.0119682820513844,1.0,0.985,0.3778855280957513,4.920125312,4.72008875,5.1174725,0.1046210558
OCNT-2314657,O=C(c1ccn(-c2ccccc2F)n1)N1CCC(Oc2ccccn2)C1,O=C(c1ccn(-c2ccccc2)n1)N1CCC(Oc2ccccn2)C1,26,29,352.3690000000001,2.6999000000000004,60.25,0,4,4,4,3,0.2105263157894736,0.6538461538461539,0.2692307692307692,0,4,0.0892307692307692,2.230769230769231,0.3313609467455621,2.4225049991936385,0.0311548036543254,5.009307480026053,15.0,5.781538461538462,11,1,0,17,22,22,4.566926840570051,0.6207088486953866,0.9886521459148736,0.0009319133662928,0.213416665879936,CYP1A2,0.012259158771485,0.0004495396278798,0.0118096191436052,0.0127086983993649,1.0,0.9825,0.3740826588798451,6.829797427,6.74685775,6.91327,0.04259078377
OCNT-2316966,O=C(CCn1ccccc1=O)N1CCC(c2ccncc2)CC1,O=C(CCn1ccccc1=O)N1CCC(c2ccncc2)CC1,23,25,311.38500000000005,2.0396,55.2,0,3,4,3,2,0.3888888888888889,0.5217391304347826,0.217391304347826,0,3,0.0988142292490118,2.1739130434782608,0.3175803402646504,2.336627135662142,0.0360957470227899,4.91418024418293,14.0,5.49407114624506,11,2,0,12,18,15,4.650411432614964,0.7416485748233748,0.9953763902122128,0.0015644386094977,0.1586325645637179,CYP1A2,0.0124357906170189,0.0001886296086013,0.0122471610084176,0.0126244202256202,1.0,0.9825,0.371302768277305,4.798313712,4.61836925,5.00219225,0.09947352507
OCNT-2314405,Cn1cc(NC(=O)Cc2ccc(C3CCC3)cc2)c(-c2ccccn2)n1,O=C(Cc1ccc(C2CCC2)cc1)Nc1c[nH]nc1-c1ccccn1,26,29,346.434,3.9308000000000014,59.81,1,3,5,4,3,0.2857142857142857,0.6538461538461539,0.1923076923076923,0,4,0.0892307692307692,2.230769230769231,0.3313609467455621,2.408399856124591,0.0297897243171922,4.992951540348405,15.0,5.806153846153846,11,1,0,17,21,21,4.009908411555981,0.3095187897100461,0.9428178974490108,0.0004490626724607,0.2367601109479647,CYP1A2,0.0109945046715438,0.000670809764415,0.0103236949071288,0.0116653144359588,1.0,0.98,0.3698637132976563,5.130239262,4.99718375,5.24674675,0.06393421979
OCNT-2328824,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1,33,36,973.675,9.000599999999999,87.74,2,4,2,4,2,0.0,0.6060606060606061,0.3939393939393939,0,4,0.0681818181818181,2.1818181818181817,0.8760330578512396,2.603784011266009,0.0511702899512969,5.484889451333151,10.0,4.856060606060606,13,2,0,21,22,28,4.7870881772749465,0.1746247272001324,0.8394920591296537,5.007180718279853e-05,0.3308764125034312,CYP1A2,0.0110215945169329,0.0004414450377225,0.0105801494792103,0.0114630395546555,1.0,0.975,0.3694018414037999,5.378572777,5.32389975,5.44273975,0.02949037237
OCNT-2314482,O=C(Nc1cnc2cccnn12)c1cc(C2CC2)nc2ccc(F)cc12,O=C(Nc1cnc2cccnn12)c1cc(C2CC2)nc2ccccc12,26,30,347.35300000000007,3.5463000000000022,72.18,1,4,3,5,4,0.1578947368421052,0.7307692307692307,0.2692307692307692,0,5,0.0923076923076923,2.3076923076923075,0.3668639053254438,2.492307430450885,0.0402859919194129,5.185798300508192,11.0,4.978461538461539,8,1,0,21,24,25,4.050713862018739,0.3250057374367269,0.9470623341032725,0.000459647265155,0.2136841390485399,CYP1A2,0.0124874548055231,0.0002567316405475,0.0122307231649756,0.0127441864460706,1.0,0.9875,0.3687161950376917,5.075178525,4.90339475,5.231537,0.08440117591
OCNT-2314739,CCc1cc(NCC(c2ccccc2)N2CCOCC2)ncn1,c1ccc(C(CNc2ccncn2)N2CCOCC2)cc1,23,25,312.41700000000003,2.524400000000001,50.28,1,5,6,3,2,0.4444444444444444,0.5217391304347826,0.217391304347826,0,3,0.0988142292490118,2.1739130434782608,0.2306238185255199,2.347584686647814,0.0454221204048728,5.010545659074804,11.0,4.91699604743083,13,0,0,12,18,13,3.93900585765888,0.3390134035064487,0.9497296825472212,0.0005215300764639,0.1745253621537696,CYP1A2,0.012144117616117,0.0004297401756048,0.0117143774405121,0.0125738577917218,1.0,0.9775,0.3640600582280128,2.695982695,1.14261875,3.83495525,0.7584274534
OCNT-2309801,CCNc1nc(C(=O)N2CCc3cc(Cl)ccc3C2)cs1,O=C(c1cscn1)N1CCc2ccccc2C1,21,23,321.833,3.426800000000002,45.23,1,4,3,3,2,0.3333333333333333,0.5238095238095238,0.2857142857142857,0,3,0.1095238095238095,2.1904761904761907,0.4399092970521544,2.4158462590961096,0.0539295484270044,5.048325428089465,13.0,4.70952380952381,11,1,0,11,16,15,4.171250798191057,0.5327139027551686,0.9813908755546455,0.0007779292680224,0.0792078940178103,CYP1A2,0.0121726677753031,4.140986129641533e-05,0.0121312579140067,0.0122140776365995,1.0,0.9825,0.3590494203405195,5.83432212,5.74256775,5.9221945,0.04422914041
OCNT-2314465,CC(=O)N1CCc2cc(C(=O)Nc3cccc(-c4nnc(C)n4C)c3)ccc21,O=C(Nc1cccc(-c2nnc[nH]2)c1)c1ccc2c(c1)CCN2,28,31,375.4320000000001,2.951820000000001,80.12,1,4,3,4,3,0.238095238095238,0.6071428571428571,0.25,0,4,0.082010582010582,2.2142857142857144,0.5255102040816327,2.451075245167268,0.0285626830453751,5.071013534798483,15.0,5.917989417989418,12,2,0,17,21,25,5.239384481592341,0.6756317053709775,0.9923973900069352,0.0007278186929145,0.0580182960940431,CYP1A2,0.0123206293210387,0.0002181362360715,0.0121024930849671,0.0125387655571103,1.0,0.9625,0.3578053344428503,2.118008605,1.06765975,3.239643,0.6474840356
