stage,seed,fold,validation_ma_st_rae,validation_point_ma_st_rae,validation_rmse,generations,hidden_channels,ca_lr,ridge,ca_l2,gradient_clip,batch_molecules,update_scale,init_scale,initial_noise,support_fraction,bond_temperature,dyn_a,dyn_b,dyn_c,dyn_d,atom_feature_profile,loss_mode,interval_loss_beta,interval_temperature
stage1,1701,0,1.0040374777821108,0.9849469629294336,0.8621500730514526,16,16,0.003,0.1,1e-06,0.5,64,0.4,0.5,0.005,0.6,2.0,0.8,0.5,0.8,0.3,valence,mse,0.0,0.05
stage1,1701,0,0.9754696469067111,0.9627630342883954,0.8810118436813354,250,4,0.001,0.1,0.0001,0.5,128,0.08,1.0,0.005,0.85,2.0,0.8,0.2,0.8,0.3,valence,hybrid_interval,0.5,0.02
stage1,1701,0,0.9626319733869809,0.9442850566971026,0.8378936052322388,250,16,0.001,0.01,1e-05,2.0,128,0.25,1.5,0.005,0.6,2.0,0.8,0.8,0.8,0.3,electronic_local,hybrid_interval,0.5,0.02
stage1,1701,0,0.9120137609712791,0.8978808951638666,0.8264851570129395,250,16,0.0003,1.0,0.0001,2.0,128,0.15,0.5,0.0,0.75,0.5,0.2,0.5,0.8,0.3,local_environment,hybrid_interval,0.75,0.05
stage1,1701,0,0.978410606960972,0.9673961393288104,0.8876587748527527,125,4,0.0003,1.0,1e-05,2.0,64,0.08,1.0,0.01,0.6,0.5,0.5,0.5,0.5,0.15,valence,hybrid_interval,1.0,0.1
stage1,1701,0,0.9425597120901246,0.9282476186218521,0.8520024418830872,250,8,0.0003,0.1,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.8,0.5,0.8,0.3,local_environment,hybrid_interval,0.25,0.1
stage1,1701,0,0.9072273976918364,0.8928874071995703,0.8222097158432007,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
stage1,1701,0,0.9629284571051724,0.9471723122224078,0.853580117225647,32,16,0.003,1.0,0.0001,2.0,64,0.08,1.5,0.005,0.75,0.5,0.2,0.5,0.5,0.15,electronic,hybrid_interval,0.25,0.1
stage1,1701,0,0.9605631274508669,0.945198466653291,0.8543362021446228,32,8,0.0003,1.0,0.0001,0.5,64,0.15,0.5,0.0,0.6,2.0,0.8,0.5,0.8,0.3,local_environment,hybrid_interval,0.75,0.05
stage1,1701,0,0.9911639197058025,0.9746275113842474,0.8527306914329529,500,8,0.001,1.0,0.0001,2.0,64,0.08,1.0,0.005,0.6,2.0,0.5,0.8,0.8,0.05,periodic_valence,hybrid_interval,0.75,0.1
stage1,1701,0,0.9563489097296773,0.9375086945636766,0.83504718542099,500,16,0.003,1.0,1e-06,2.0,64,0.08,1.0,0.0,0.75,0.5,0.5,0.2,0.2,0.3,periodic_electronic,hybrid_interval,0.25,0.1
stage1,1701,0,1.1003205828248803,1.0884508651934492,1.0002965927124023,32,16,0.001,0.01,0.0001,2.0,128,0.08,1.5,0.01,0.6,1.0,0.8,0.2,0.2,0.3,local_environment,hybrid_interval,1.0,0.1
stage1,1701,0,1.0216358966105994,1.0032369528905551,0.8612831830978394,250,16,0.003,0.1,1e-06,1.0,128,0.25,0.5,0.01,0.6,2.0,0.8,0.5,0.2,0.3,baseline,hybrid_interval,0.5,0.1
stage1,1701,0,0.9948901509460174,0.9756316154660836,0.8595647215843201,16,16,0.001,1.0,0.0001,2.0,64,0.15,1.0,0.005,0.85,0.5,0.8,0.5,0.5,0.3,electronic,hybrid_interval,0.5,0.1
stage1,1701,0,0.9888173504396085,0.9742961583975543,0.8830541372299194,250,4,0.001,1.0,1e-06,0.5,128,0.15,1.5,0.005,0.75,0.5,0.2,0.2,0.2,0.15,comprehensive,hybrid_interval,0.25,0.05
stage1,1701,0,0.9842512246260757,0.9647291328058889,0.8437457084655762,250,16,0.003,1.0,0.0001,0.5,128,0.15,1.0,0.0,0.85,0.5,0.2,0.2,0.5,0.15,valence,hybrid_interval,1.0,0.1
stage1,1701,0,0.9470796716755305,0.9342269838278195,0.8534383177757263,64,4,0.003,1.0,1e-06,0.5,64,0.15,0.5,0.005,0.75,1.0,0.2,0.5,0.5,0.3,periodic_electronic,hybrid_interval,0.25,0.1
stage1,1701,0,0.9798489528371865,0.9640177307726828,0.8520457744598389,125,8,0.003,1.0,1e-05,0.5,128,0.08,0.5,0.0,0.6,1.0,0.8,0.5,0.5,0.15,periodic,hybrid_interval,0.5,0.02
stage1,1701,0,0.9798346164152687,0.9610704808351741,0.8426480889320374,64,16,0.0003,0.01,0.0001,2.0,128,0.15,1.0,0.01,0.75,0.5,0.2,0.5,0.2,0.05,periodic,hybrid_interval,1.0,0.02
stage1,1701,0,0.9803377980798884,0.9659201478589027,0.8510110378265381,500,4,0.003,1.0,1e-05,0.5,128,0.4,0.5,0.01,0.85,1.0,0.8,0.5,0.5,0.3,baseline,hybrid_interval,0.25,0.02
stage1,1701,0,0.993870933571351,0.9775791425217276,0.8673940896987915,32,8,0.0003,1.0,1e-05,2.0,128,0.25,1.5,0.0,0.75,1.0,0.2,0.8,0.2,0.05,electronic,hybrid_interval,0.5,0.05
stage2,1701,0,0.8581014896239962,0.8547427966657253,0.8093774914741516,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
stage2,1701,1,0.8807082469045666,0.8776722954381944,0.8778531551361084,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
stage2,1701,2,0.8580133530561639,0.8533190670135705,0.8675793409347534,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
stage2,1701,0,0.8644650666726014,0.8611152692252005,0.812250554561615,250,16,0.0003,1.0,0.0001,2.0,128,0.15,0.5,0.0,0.75,0.5,0.2,0.5,0.8,0.3,local_environment,hybrid_interval,0.75,0.05
stage2,1701,1,0.8795559044271047,0.8765262270947798,0.8784894943237305,250,16,0.0003,1.0,0.0001,2.0,128,0.15,0.5,0.0,0.75,0.5,0.2,0.5,0.8,0.3,local_environment,hybrid_interval,0.75,0.05
stage2,1701,2,0.8595231806672712,0.854850820175354,0.8708133697509766,250,16,0.0003,1.0,0.0001,2.0,128,0.15,0.5,0.0,0.75,0.5,0.2,0.5,0.8,0.3,local_environment,hybrid_interval,0.75,0.05
stage2,1701,0,0.8700550741963478,0.8658056529571669,0.8078244924545288,64,8,0.003,0.1,1e-05,0.5,128,0.4,1.0,0.0,0.75,0.5,0.5,0.5,0.2,0.3,electronic,hybrid_interval,0.75,0.05
stage2,1701,1,0.8898491154380704,0.8859182438280903,0.8759362101554871,64,8,0.003,0.1,1e-05,0.5,128,0.4,1.0,0.0,0.75,0.5,0.5,0.5,0.2,0.3,electronic,hybrid_interval,0.75,0.05
stage2,1701,2,0.8627921828887052,0.8581938842518273,0.8750696182250977,64,8,0.003,0.1,1e-05,0.5,128,0.4,1.0,0.0,0.75,0.5,0.5,0.5,0.2,0.3,electronic,hybrid_interval,0.75,0.05
stage2,1701,0,0.8767142808683169,0.8718875429398751,0.790704607963562,64,16,0.003,1.0,1e-06,2.0,128,0.08,1.0,0.01,0.6,0.5,0.2,0.2,0.8,0.05,periodic_valence,mse,0.0,0.1
stage2,1701,1,0.905494300415869,0.9020695545237044,0.8955029249191284,64,16,0.003,1.0,1e-06,2.0,128,0.08,1.0,0.01,0.6,0.5,0.2,0.2,0.8,0.05,periodic_valence,mse,0.0,0.1
stage2,1701,2,0.8605568433587955,0.8561065531244467,0.8619553446769714,64,16,0.003,1.0,1e-06,2.0,128,0.08,1.0,0.01,0.6,0.5,0.2,0.2,0.8,0.05,periodic_valence,mse,0.0,0.1
stage2,1701,0,0.8637943953571083,0.8588163386780007,0.8162071704864502,250,8,0.0003,0.1,1e-05,0.5,64,0.08,1.0,0.01,0.6,2.0,0.2,0.2,0.2,0.3,local_environment,hybrid_interval,0.5,0.02
stage2,1701,1,0.9132850620543054,0.909629762333653,0.892320454120636,250,8,0.0003,0.1,1e-05,0.5,64,0.08,1.0,0.01,0.6,2.0,0.2,0.2,0.2,0.3,local_environment,hybrid_interval,0.5,0.02
stage2,1701,2,0.9024397458798585,0.8972737874508719,0.8880226612091064,250,8,0.0003,0.1,1e-05,0.5,64,0.08,1.0,0.01,0.6,2.0,0.2,0.2,0.2,0.3,local_environment,hybrid_interval,0.5,0.02
stage2,1701,0,0.8613719510926441,0.8583512731166143,0.8136631846427917,125,8,0.003,0.01,0.0001,2.0,128,0.08,0.5,0.01,0.85,0.5,0.5,0.8,0.8,0.15,electronic_local,hybrid_interval,1.0,0.05
stage2,1701,1,0.9111136212047645,0.9079374106514814,0.88544100522995,125,8,0.003,0.01,0.0001,2.0,128,0.08,0.5,0.01,0.85,0.5,0.5,0.8,0.8,0.15,electronic_local,hybrid_interval,1.0,0.05
stage2,1701,2,0.8405845256276991,0.8357816984440243,0.8601360321044922,125,8,0.003,0.01,0.0001,2.0,128,0.08,0.5,0.01,0.85,0.5,0.5,0.8,0.8,0.15,electronic_local,hybrid_interval,1.0,0.05
stage2,1701,0,0.8542722895417107,0.850386218212188,0.8085235953330994,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
stage2,1701,1,0.8829693523246376,0.8800621953052065,0.8795732855796814,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
stage2,1701,2,0.8621557105642311,0.8570967999909167,0.8674271702766418,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
stage2,1701,0,0.8934599157198877,0.8904357353886138,0.8511916995048523,250,4,0.001,1.0,1e-06,1.0,64,0.4,0.5,0.005,0.75,0.5,0.2,0.2,0.5,0.05,ring_geometry,hybrid_interval,0.75,0.1
stage2,1701,1,0.9295501342237291,0.925093311736539,0.9099915623664856,250,4,0.001,1.0,1e-06,1.0,64,0.4,0.5,0.005,0.75,0.5,0.2,0.2,0.5,0.05,ring_geometry,hybrid_interval,0.75,0.1
stage2,1701,2,0.9253765638304778,0.9195692373391023,0.9161098003387451,250,4,0.001,1.0,1e-06,1.0,64,0.4,0.5,0.005,0.75,0.5,0.2,0.2,0.5,0.05,ring_geometry,hybrid_interval,0.75,0.1
confirmation,1701,0,0.841927917581004,0.8399563089315017,0.797977864742279,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,1701,1,0.8991097870287967,0.8969452778575908,0.8885387778282166,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,1701,2,0.8521683436118536,0.8507006543507725,0.8516543507575989,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,1701,3,0.9240739167220204,0.9205374320477672,0.9011943340301514,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,1701,4,0.9221800222285539,0.9195065847202719,0.918986976146698,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,2909,0,0.863676549719273,0.8604729731178464,0.7979982495307922,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,2909,1,0.9002332749074919,0.8976249503968327,0.8956226110458374,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,2909,2,0.848193632681144,0.8444494482418983,0.849065899848938,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,2909,3,0.8954787281802872,0.8914857473141425,0.8853404521942139,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,2909,4,0.9065872925085116,0.9033574449948463,0.9089770913124084,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,4211,0,0.8446937289946078,0.8415027584035559,0.8043094277381897,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,4211,1,0.8969240583885385,0.8944616839549069,0.8956738710403442,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,4211,2,0.8899372600270603,0.885991657829382,0.8785308599472046,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,4211,3,0.8869884170307967,0.8829255345467784,0.8888706564903259,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,4211,4,0.905207139186691,0.9007144747370687,0.9003251791000366,250,16,0.0003,1.0,0.0001,2.0,128,0.08,0.5,0.005,0.75,0.5,0.5,0.2,0.2,0.3,local_environment,hybrid_interval,0.25,0.1
confirmation,1701,0,0.8412676066061069,0.8396542756339698,0.7954109311103821,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,1701,1,0.8996691413805977,0.8977703595767996,0.8924828767776489,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,1701,2,0.8617876284199217,0.8599437322384386,0.850871741771698,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,1701,3,0.9179372247863441,0.9147132834277052,0.8955507874488831,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,1701,4,0.892875864805077,0.8905121943112613,0.8953129053115845,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,2909,0,0.8760830141743758,0.872739906108956,0.8028179407119751,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,2909,1,0.9076784628578437,0.9049738159317233,0.8987435698509216,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,2909,2,0.8555879662604029,0.852286771468158,0.8564963936805725,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,2909,3,0.9108219788056995,0.9075197398749519,0.8932130336761475,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,2909,4,0.9131352821511041,0.9093244576390845,0.9102314114570618,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,4211,0,0.8578819088014266,0.8546383478504926,0.8036268949508667,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,4211,1,0.8904261574541978,0.8879535295509761,0.8888224959373474,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,4211,2,0.874779813695915,0.8706705631268541,0.8669577836990356,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,4211,3,0.8727893205423961,0.8688890456619087,0.884175181388855,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
confirmation,4211,4,0.9094630829619855,0.904875751913357,0.9013028740882874,32,16,0.0003,1.0,1e-05,2.0,64,0.08,0.5,0.005,0.75,1.0,0.5,0.8,0.2,0.05,local_environment,hybrid_interval,0.5,0.1
